,transit_count,transit_spacing,measurement_unc,planet,prob_dP_dE_less_than_0,decay_rate_variance,log_decay_rate_variance,marker_size
48,3,3.0,30.19770021105189,NA,,45032152.98946007,7.653522711099948,1.0
49,3,3.0,34.51506768790446,NA,,58829130.74077202,7.769592431299649,1.0
50,3,3.0,39.4496895185625,NA,,76853234.72153,7.885662151499347,1.0
51,3,3.0,45.08981460454634,NA,,100399574.37394434,8.001731871699048,1.0
52,3,3.0,51.53630879948287,NA,,131160055.53953865,8.117801591898747,1.0
53,3,3.0,58.90445875569993,NA,,171344951.17540458,8.233871312098444,1.0
54,3,3.0,67.3260336669042,NA,,223841718.97862437,8.349941032298148,1.0
55,3,3.0,76.9516417783653,NA,,292422477.64868414,8.466010752497844,1.0
56,3,3.0,87.95342380753897,NA,,382015049.8502996,8.582080472697545,1.0
57,3,3.0,100.52813144323909,NA,,499057047.4799631,8.698150192897248,1.0
58,3,3.0,114.90064597806963,NA,,651958441.786551,8.814219913096943,1.0
59,3,3.0,131.328,NA,,851705856.0000081,8.930289633296649,1.0
60,3,4.0,10.367999999999999,NA,,1679615.9999999881,6.225210003069146,1.0
61,3,4.0,11.850313742012215,NA,,2194217.7466269317,6.341279723268849,1.0
62,3,4.0,13.544553991524262,NA,,2866483.4817080423,6.457349443468546,1.0
63,3,4.0,15.48101989729806,NA,,3744718.3915709546,6.573419163668253,1.0
64,3,4.0,17.694342479679374,NA,,4892027.434190387,6.689488883867946,1.0
65,3,4.0,20.22410395860484,NA,,6390849.702007098,6.805558604067646,1.0
66,3,4.0,23.11554562698096,NA,,8348882.025516218,6.921628324267347,1.0
67,3,4.0,26.420376928773408,NA,,10906817.454038499,7.0376980444670485,1.0
68,3,4.0,30.19770021105189,NA,,14248454.65682124,7.153767764666745,1.0
69,3,4.0,34.51506768790446,NA,,18613904.64844713,7.269837484866443,1.0
70,3,4.0,39.4496895185625,NA,,24316843.79860907,7.385907205066147,1.0
71,3,4.0,45.08981460454634,NA,,31767052.829255275,7.501976925265842,1.0
72,3,4.0,51.53630879948287,NA,,41499861.32305776,7.618046645465553,1.0
73,3,4.0,58.90445875569993,NA,,54214613.457842916,7.734116365665245,1.0
74,3,4.0,67.3260336669042,NA,,70824918.89557931,7.850186085864942,1.0
75,3,4.0,76.9516417783653,NA,,92524299.5685289,7.966255806064645,1.0
76,3,4.0,87.95342380753897,NA,,120871949.36669655,8.082325526264347,1.0
77,3,4.0,100.52813144323909,NA,,157904768.92920607,8.198395246464045,1.0
78,3,4.0,114.90064597806963,NA,,206283725.72152495,8.31446496666374,1.0
79,3,4.0,131.328,NA,,269485055.9999974,8.43053468686344,1.0
80,3,5.0,10.367999999999999,NA,,687970.7135999957,5.837569951036921,1.0
81,3,5.0,11.850313742012215,NA,,898751.5890183889,5.953639671236623,1.0
82,3,5.0,13.544553991524262,NA,,1174111.6341076223,6.069709391436324,1.0
83,3,5.0,15.48101989729806,NA,,1533836.6531874354,6.18577911163602,1.0
84,3,5.0,17.694342479679374,NA,,2003774.4370444007,6.301848831835724,1.0
85,3,5.0,20.22410395860484,NA,,2617692.037942079,6.417918552035416,1.0
86,3,5.0,23.11554562698096,NA,,3419702.077651406,6.533988272235117,1.0
87,3,5.0,26.420376928773408,NA,,4467432.4291741485,6.650057992434821,1.0
88,3,5.0,30.19770021105189,NA,,5836167.02743399,6.76612771263452,1.0
89,3,5.0,34.51506768790446,NA,,7624255.344004051,6.882197432834223,1.0
90,3,5.0,39.4496895185625,NA,,9960179.21991014,6.9982671530339156,1.0
91,3,5.0,45.08981460454634,NA,,13011784.838863129,7.114336873233621,1.0
92,3,5.0,51.53630879948287,NA,,16998343.19792439,7.230406593433325,1.0
93,3,5.0,58.90445875569993,NA,,22206305.672332436,7.346476313633019,1.0
94,3,5.0,67.3260336669042,NA,,29009886.779629562,7.46254603383272,1.0
95,3,5.0,76.9516417783653,NA,,37897953.1032693,7.578615754032417,1.0
96,3,5.0,87.95342380753897,NA,,49509150.46059855,7.694685474232117,1.0
97,3,5.0,100.52813144323909,NA,,64677793.35340269,7.810755194431819,1.0
98,3,5.0,114.90064597806963,NA,,84493814.05553786,7.9268249146315215,1.0
99,3,5.0,131.328,NA,,110381078.93759942,8.042894634831217,1.0
100,3,6.0,10.367999999999999,NA,,331776.0000000005,5.520844966846425,1.0
101,3,6.0,11.850313742012215,NA,,433425.72772877605,5.636914687046124,1.0
102,3,6.0,13.544553991524262,NA,,566218.9593497466,5.752984407245829,1.0
103,3,6.0,15.48101989729806,NA,,739697.4600634017,5.86905412744553,1.0
104,3,6.0,17.694342479679374,NA,,966326.4067536723,5.985123847645228,1.0
105,3,6.0,20.22410395860484,NA,,1262390.0645940034,6.101193567844924,1.0
106,3,6.0,23.11554562698096,NA,,1649161.8815834413,6.21726328804462,1.0
107,3,6.0,26.420376928773408,NA,,2154433.077340936,6.333333008244323,1.0
108,3,6.0,30.19770021105189,NA,,2814509.5618412546,6.449402728444023,1.0
109,3,6.0,34.51506768790446,NA,,3676820.671298251,6.565472448643725,1.0
110,3,6.0,39.4496895185625,NA,,4803327.170095625,6.681542168843422,1.0
111,3,6.0,45.08981460454634,NA,,6274973.398371521,6.797611889043124,1.0
112,3,6.0,51.53630879948287,NA,,8197503.471221166,6.913681609242821,1.0
113,3,6.0,58.90445875569993,NA,,10709059.448462786,7.02975132944252,1.0
114,3,6.0,67.3260336669042,NA,,13990107.436164023,7.145821049642223,1.0
115,3,6.0,76.9516417783653,NA,,18276404.85304276,7.26189076984192,1.0
116,3,6.0,87.95342380753897,NA,,23875940.615643725,7.3779604900416205,1.0
117,3,6.0,100.52813144323909,NA,,31191065.467497695,7.494030210241324,1.0
118,3,6.0,114.90064597806963,NA,,40747402.61165944,7.610099930441018,1.0
119,3,6.0,131.328,NA,,53231616.00000051,7.726169650640724,1.0
120,3,7.0,10.367999999999999,NA,,179084.4214910447,5.25305780832397,1.0
121,3,7.0,11.850313742012215,NA,,233952.4128015394,5.369127528523673,1.0
122,3,7.0,13.544553991524262,NA,,305630.8918439261,5.485197248723373,1.0
123,3,7.0,15.48101989729806,NA,,399270.2658234684,5.601266968923068,1.0
124,3,7.0,17.694342479679374,NA,,521598.9267608297,5.717336689122773,1.0
125,3,7.0,20.22410395860484,NA,,681406.7154160013,5.8334064093224685,1.0
126,3,7.0,23.11554562698096,NA,,890176.5091762333,5.949476129522166,1.0
127,3,7.0,26.420376928773408,NA,,1162909.3162156844,6.065545849721871,1.0
128,3,7.0,30.19770021105189,NA,,1519202.1624932527,6.181615569921575,1.0
129,3,7.0,34.51506768790446,NA,,1984656.2224083692,6.297685290121268,1.0
130,3,7.0,39.4496895185625,NA,,2592716.3733627405,6.41375501032097,1.0
131,3,7.0,45.08981460454634,NA,,3387074.354139739,6.529824730520673,1.0
132,3,7.0,51.53630879948287,NA,,4424808.204374206,6.645894450720362,1.0
133,3,7.0,58.90445875569993,NA,,5780483.567350149,6.761964170920065,1.0
134,3,7.0,67.3260336669042,NA,,7551511.55238167,6.878033891119766,1.0
135,3,7.0,76.9516417783653,NA,,9865148.142250465,6.994103611319466,1.0
136,3,7.0,87.95342380753897,NA,,12887638.083246158,7.110173331519165,1.0
