planet,planet,num_transits,mu,sd,prob_decay,rowid,Host Name,Planet Letter,HD ID,HIP ID,TIC ID,GAIA ID,Number of Stars,Number of Planets,Number of Moons,Circumbinary Flag,Discovery Method,Discovery Year,Discovery Reference,Discovery Publication Date,Discovery Locale,Discovery Facility,Discovery Telescope,Discovery Instrument,Detected by Radial Velocity Variations,Detected by Pulsar Timing Variations,Detected by Pulsation Timing Variations,Detected by Transits,Detected by Astrometric Variations,Detected by Orbital Brightness Modulations,Detected by Microlensing,Detected by Eclipse Timing Variations,Detected by Imaging,Detected by Disk Kinematics,Controversial Flag,Orbital Period [days],Orbital Period Upper Unc. [days],Orbital Period Lower Unc. [days],Orbital Period Limit Flag,Orbital Period Reference,Orbit Semi-Major Axis [au],Orbit Semi-Major Axis Upper Unc. [au],Orbit Semi-Major Axis Lower Unc. [au],Orbit Semi-Major Axis Limit Flag,Orbit Semi-Major Axis Reference,Planet Radius [Earth Radius],Planet Radius Upper Unc. [Earth Radius],Planet Radius Lower Unc. [Earth Radius],Planet Radius Limit Flag,Planet Radius Reference,Planet Radius [Jupiter Radius],Planet Radius Upper Unc. [Jupiter Radius],Planet Radius Lower Unc. [Jupiter Radius],Planet Radius Limit Flag.1,Planet Radius Reference.1,Planet Mass or Mass*sin(i) [Earth Mass],Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.,Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.,Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag,Planet Mass or Mass*sin(i) [Earth Mass] Reference,Planet Mass or Mass*sin(i) [Jupiter Mass],Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.,Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.,Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag,Planet Mass or Mass*sin(i) [Jupiter Mass] Reference,Planet Mass or Mass*sin(i) Provenance,Planet Density [g/cm**3],Planet Density Upper Unc. [g/cm**3],Planet Density Lower Unc. [g/cm**3],Planet Density Limit Flag,Planet Density Reference,Eccentricity,Eccentricity Upper Unc.,Eccentricity Lower Unc.,Eccentricity Limit Flag,Eccentricity Reference,Insolation Flux [Earth Flux],Insolation Flux Upper Unc. [Earth Flux],Insolation Flux Lower Unc. [Earth Flux],Insolation Flux Limit Flag,Insolation Flux Reference,Equilibrium Temperature [K],Equilibrium Temperature Upper Unc. [K],Equilibrium Temperature Lower Unc. [K],Equilibrium Temperature Limit Flag,Equilibrium Temperature Reference,Inclination [deg],Inclination Upper Unc. [deg],Inclination Lower Unc. [deg],Inclination Limit Flag,Inclination Reference,Transit Midpoint [days],Transit Midpoint Upper Unc. [days],Transit Midpoint Lower Unc. [days],Transit Midpoint Limit Flag,Transit Midpoint Time Reference Frame and Standard,Time of Conjunction (Transit Midpoint) Reference,Data show Transit Timing Variations,Impact Parameter,Impact Parameter Upper Unc.,Impact Parameter Lower Unc.,Impact Parameter Limit Flag,Impact Parameter Reference,Transit Depth [%],Transit Depth Upper Unc. [%],Transit Depth Lower Unc. [%],Transit Depth Limit Flag,Transit Depth Reference,Transit Duration [hours],Transit Duration Upper Unc. [hours],Transit Duration Lower Unc. [hours],Transit Duration Limit Flag,Transit Duration Reference,Ratio of Semi-Major Axis to Stellar Radius,Ratio of Semi-Major Axis to Stellar Radius Upper Unc.,Ratio of Semi-Major Axis to Stellar Radius Lower Unc.,Ratio of Semi-Major Axis to Stellar Radius Limit Flag,Ratio of Semi-Major Axis to Stellar Radius Reference,Ratio of Planet to Stellar Radius,Ratio of Planet to Stellar Radius Upper Unc.,Ratio of Planet to Stellar Radius Lower Unc.,Ratio of Planet to Stellar Radius Limit Flag,Ratio of Planet to Stellar Radius Reference,Occultation Depth [%],Occultation Depth Upper Unc. [%],Occultation Depth Lower Unc. [%],Occultation Depth Limit Flag,Occultation Depth Reference,Epoch of Periastron [days],Epoch of Periastron Upper Unc. [days],Epoch of Periastron Lower Unc. [days],Epoch of Periastron Limit Flag,Epoco of Periastron Time System Frame and Standard,Epoch of Periastron Reference,Argument of Periastron [deg],Argument of Periastron Upper Unc. [deg],Argument of Periastron Lower Unc. [deg],Argument of Periastron Limit Flag,Argument of Periastron Reference,Radial Velocity Amplitude [m/s],Radial Velocity Amplitude Upper Unc. [m/s],Radial Velocity Amplitude Lower Unc. [m/s],Radial Velocity Amplitude Limit Flag,Radial Velocity Amplitude Reference,Projected Obliquity [deg],Projected Obliquity Upper Unc. [deg],Projected Obliquity Lower Unc. [deg],Projected Obliquity Limit Flag,Projected Obliquity Reference,True Obliquity [deg],True Obliquity Upper Unc. [deg],True Obliquity Lower Unc. [deg],True Obliquity Limit Flag,True Obliquity Reference,Spectral Type,Spectral Type Reference,Stellar Effective Temperature [K],Stellar Effective Temperature Upper Unc. [K],Stellar Effective Temperature Lower Unc. [K],Stellar Effective Temperature Limit Flag,Stellar Effective Temperature Reference,Stellar Radius [Solar Radius],Stellar Radius Upper Unc. [Solar Radius],Stellar Radius Lower Unc. [Solar Radius],Stellar Radius Limit Flag,Stellar Radius Reference,Stellar Mass [Solar mass],Stellar Mass Upper Unc. [Solar mass],Stellar Mass Lower Unc. [Solar mass],Stellar Mass Limit Flag,Stellar Mass Reference,Stellar Metallicity [dex],Stellar Metallicity Upper Unc. [dex],Stellar Metallicity Lower Unc. [dex],Stellar Metallicity Limit Flag,Stellar Metallicity Reference,Stellar Metallicity Ratio,Stellar Luminosity [log(Solar)],Stellar Luminosity Upper Unc. [log(Solar)],Stellar Luminosity Lower Unc. [log(Solar)],Stellar Luminosity Limit Flag,Stellar Luminosity Reference,Stellar Surface Gravity [log10(cm/s**2)],Stellar Surface Gravity Upper Unc. [log10(cm/s**2)],Stellar Surface Gravity Lower Unc. [log10(cm/s**2)],Stellar Surface Gravity Limit Flag,Stellar Surface Gravity Reference,Stellar Age [Gyr],Stellar Age Upper Unc. [Gyr],Stellar Age Lower Unc. [Gyr],Stellar Age Limit Flag,Stellar Age Reference,Stellar Density [g/cm**3],Stellar Density Upper Unc. [g/cm**3],Stellar Density Lower Unc. [g/cm**3],Stellar Density Limit Flag,Stellar Density Reference,Stellar Rotational Velocity [km/s],Stellar Rotational Velocity [km/s] Upper Unc.,Stellar Rotational Velocity [km/s] Lower Unc.,Stellar Rotational Velocity Limit Flag,Stellar Rotational Velocity Reference,Stellar Rotational Period [days],Stellar Rotational Period [days] Upper Unc.,Stellar Rotational Period [days] Lower Unc.,Stellar Rotational Period Limit Flag,Stellar Rotational Period Reference,Systemic Radial Velocity [km/s],Systemic Radial Velocity Upper Unc. [km/s],Systemic Radial Velocity Lower Unc. [km/s],Systemic Radial Velocity Limit Flag,Systemic Radial Velocity Reference,RA [sexagesimal],RA [deg],Dec [sexagesimal],Dec [deg],Galactic Latitude [deg],Galactic Longitude [deg],Ecliptic Latitude [deg],Ecliptic Longitude [deg],Position Reference,Total Proper Motion [mas/yr],Total Proper Motion Upper Unc [mas/yr],Total Proper Motion Lower Unc [mas/yr],Proper Motion (RA) [mas/yr],Proper Motion (RA) [mas/yr] Upper Unc,Proper Motion (RA) [mas/yr] Lower Unc,Proper Motion (Dec) [mas/yr],Proper Motion (Dec) [mas/yr] Upper Unc,Proper Motion (Dec) [mas/yr] Lower Unc,Proper Motion Reference,Distance [pc],Distance [pc] Upper Unc,Distance [pc] Lower Unc,Distance Reference,Parallax [mas],Parallax [mas] Upper Unc,Parallax [mas] Lower Unc,Parallax Reference,B (Johnson) Magnitude,B (Johnson) Magnitude Upper Unc,B (Johnson) Magnitude Lower Unc,B (Johnson) Magnitude Reference,V (Johnson) Magnitude,V (Johnson) Magnitude Upper Unc,V (Johnson) Magnitude Lower Unc,V (Johnson) Magnitude Reference,J (2MASS) Magnitude,J (2MASS) Magnitude Upper Unc,J (2MASS) Magnitude Lower Unc,J (2MASS) Magnitude Reference,H (2MASS) Magnitude,H (2MASS) Magnitude Upper Unc,H (2MASS) Magnitude Lower Unc,H (2MASS) Magnitude Reference,Ks (2MASS) Magnitude,Ks (2MASS) Magnitude Upper Unc,Ks (2MASS) Magnitude Lower Unc,Ks (2MASS) Magnitude Reference,u (Sloan) Magnitude,u (Sloan) Magnitude Upper Unc,u (Sloan) Magnitude Lower Unc,u (Sloan) Magnitude Reference,g (Sloan) Magnitude,g (Sloan) Magnitude Upper Unc,g (Sloan) Magnitude Lower Unc,g (Sloan) Magnitude Reference,r (Sloan) Magnitude,r (Sloan) Magnitude Upper Unc,r (Sloan) Magnitude Lower Unc,r (Sloan) Magnitude Reference,i (Sloan) Magnitude,i (Sloan) Magnitude Upper Unc,i (Sloan) Magnitude Lower Unc,i (Sloan) Magnitude Reference,z (Sloan) Magnitude,z (Sloan) Magnitude Upper Unc,z (Sloan) Magnitude Lower Unc,z (Sloan) Magnitude Reference,W1 (WISE) Magnitude,W1 (WISE) Magnitude Upper Unc,W1 (WISE) Magnitude Lower Unc,W1 (WISE) Magnitude Reference,W2 (WISE) Magnitude,W2 (WISE) Magnitude Upper Unc,W2 (WISE) Magnitude Lower Unc,W2 (WISE) Magnitude Reference,W3 (WISE) Magnitude,W3 (WISE) Magnitude Upper Unc,W3 (WISE) Magnitude Lower Unc,W3 (WISE) Magnitude Reference,W4 (WISE) Magnitude,W4 (WISE) Magnitude Upper Unc,W4 (WISE) Magnitude Lower Unc,W4 (WISE) Magnitude Reference,Gaia Magnitude,Gaia Magnitude Upper Unc,Gaia Magnitude Lower Unc,Gaia Magnitude Reference,I (Cousins) Magnitude,I (Cousins) Magnitude Upper Unc,I (Cousins) Magnitude Lower Unc,I (Cousins) Magnitude Reference,TESS Magnitude,TESS Magnitude Upper Unc,TESS Magnitude Lower Unc,TESS Magnitude Reference,Kepler Magnitude,Kepler Magnitude Upper Unc,Kepler Magnitude Lower Unc,Kepler Magnitude Reference,Number of Notes,Number of Photometry Time Series,Number of Radial Velocity Time Series,Number of Stellar Spectra Measurements,Number of Emission Spectroscopy Measurements,Number of Transmission Spectroscopy Measurements,-da/dt [m/s],-dP/dt [s/s],-dP/dE [s/epoch],TTV after 10 years [s],-dP/dE [ms/epoch],-dP/dE error [ms/epoch],observed_dP_dE_ms,error_observed_dP_dE_ms,theoretical_dP_dE_ms,error_theoretical_dP_dE_ms
55cnce,55cnce,92,-0.003846657392610514,0.01555163897116638,0.5984501753790195,31,55 Cnc,e,HD 75732,HIP 43587,TIC 332064670,Gaia DR2 704967037090946688,2,5,0,0,Radial Velocity,2004,<a refstr=MCARTHUR_ET_AL__2004 href=https://ui.adsabs.harvard.edu/abs/2004ApJ...614L..81M/abstract target=ref> McArthur et al. 2004 </a>,2004-10,Ground,McDonald Observatory,9.2 m Hobby-Eberly Telescope,High Resolution Spectrograph,1,0,0,1,0,0,0,0,0,0,0,0.7365474,1.3e-06,-1.4e-06,0.0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,0.01544,5e-05,-5e-05,0.0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,1.875,0.029,-0.029,0.0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,0.167,0.003,-0.003,0.0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,7.99,0.32,-0.33,0.0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,0.02514,0.00101,-0.00104,0.0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,Mass,6.66,0.43,-0.4,0.0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,0.05,0.03,-0.03,0.0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,2657.83,,,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,1958.0,15.0,-15.0,0.0,<a refstr=DEMORY_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011A&A...533A.114D/abstract target=ref>Demory et al. 2011</a>,83.59,0.47,-0.44,0.0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,2457063.21,0.0006,-0.0004,0.0,BJD-TDB,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,0,0.39,0.03,-0.03,0.0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,0.0375,0.000494,-0.000494,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,1.555016,0.0273325,-0.0273325,0.0,<a refstr=EXOFOP_TESS_TOI href=https://exofop.ipac.caltech.edu/tess/view_toi.php target=ref>ExoFOP-TESS TOI</a>,3.52,0.01,-0.01,0.0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,0.0182,0.0002,-0.0002,0.0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,0.0083,0.0014,-0.0014,0.0,<a refstr=DEMORY_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.2018D/abstract target=ref>Demory et al. 2016</a>,2447578.216,0.0001,-0.0001,0.0,,<a refstr=WRIGHT_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009ApJ...693.1084W/abstract target=ref> Wright et al. 2009 </a>,86.0,30.7,-33.4,0.0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,6.02,0.24,-0.23,0.0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,72.4,12.7,-11.5,0.0,<a refstr=BOURRIER__AMP__H_EACUTE_BRARD_2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...569A..65B/abstract target=ref>Bourrier &amp H&eacutebrard 2014</a>,,,,,,G8 V,<a refstr=WINN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011arXiv1104.5230W/abstract target=ref> Winn et al. 2011 </a>,5172.0,18.0,-18.0,0.0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,0.94,0.01,-0.01,0.0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,0.91,0.02,-0.02,0.0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,0.35,0.1,-0.1,0.0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,[Fe/H],-0.197,0.012,-0.01,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,4.43,0.02,-0.02,0.0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,10.2,2.5,-2.5,0.0,<a refstr=VON_BRAUN_ET_AL__2011 href=https://ui.adsabs.harvard.edu/abs/2011ApJ...740...49V/abstract target=ref> von Braun et al. 2011 </a>,1.41,0.15,-0.1,0.0,<a refstr=DAI_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJ...883...79D/abstract target=ref>Dai et al. 2019</a>,1.23,0.01,-0.01,1.0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,38.8,0.05,-0.05,0.0,<a refstr=BOURRIER_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018A&A...619A...1B/abstract target=ref>Bourrier et al. 2018</a>,27.41,0.0,0.0,0.0,<a refstr=BOURRIER__AMP__H_EACUTE_BRARD_2014 href=https://ui.adsabs.harvard.edu/abs/2014A&A...569A..65B/abstract target=ref>Bourrier &amp H&eacutebrard 2014</a>,08h52m35.24s,133.1468373,+28d19m47.34s,28.3298154,37.69663,196.79526,10.36555,127.72682,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,539.1329986,0.1295797,-0.1295797,-485.872,0.133857,-0.133857,-233.651,0.109171,-0.109171,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12.5855,0.0124,-0.0123,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,79.4274,0.0776646,-0.0776646,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,6.816,0.019,-0.019,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,5.95084,0.023,-0.023,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,4.768,0.244,-0.244,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,4.265,0.234,-0.234,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,4.015,0.036,-0.036,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,4.001,0.318,,<a refstr=CUTRI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014yCat.2328....0C/abstract target=ref> Cutri et al. 2014 </a>,3.296,0.174,,<a refstr=CUTRI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014yCat.2328....0C/abstract target=ref> Cutri et al. 2014 </a>,4.051,0.015,,<a refstr=CUTRI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014yCat.2328....0C/abstract target=ref> Cutri et al. 2014 </a>,4.014,,,<a refstr=CUTRI_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014yCat.2328....0C/abstract target=ref> Cutri et al. 2014 </a>,5.72973,0.0008523,-0.0008523,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,5.2058,0.0061,-0.0061,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,6.0,1,9,11,3,40,1.5607856260010336e-07,6.4322036872440346e-12,4.093306187423047e-07,5.0260703554542925,0.0004093306187423,0.0002070969151232,0.003846657392610514,0.01555163897116638,0.0004093306187423,0.0002070969151232
