,planet,num_transits,mu,sd,prob_decay
319,wasp144,19,0.12517921419417902,0.5573958010353628,0.4074353821944489
320,wasp145a,13,-1.903011399660188,10.626346737952606,0.5766659635972285
321,wasp147,11,0.31446241450762885,3.6681637921450996,0.4633653242120084
322,wasp148,15,8.297987909591825,15.285975017256622,0.28488762075018936
323,wasp151,20,-5.024819753879887,6.297512737800448,0.7948727634699186
324,wasp153,26,-0.35401134823551794,0.5409174583303461,0.7498806764677544
325,wasp156,25,-0.9972918235224855,0.5492297003270339,0.9650121393322388
326,wasp157,21,-2.128354554995585,2.377333727835334,0.8210283246072592
327,wasp159,21,-3.8997641212251546,6.586401744527836,0.7301987019223801
328,wasp160b,15,-0.0798646780707824,2.8861778508525533,0.5117110851514164
329,wasp161,9,-232.7896864838922,8.842987995016907,0.9999999999760655
330,wasp162,6,4.544570543880584,43.29264249483539,0.4523217813565621
331,wasp164,20,0.21419222875330385,0.41989056778526934,0.29797629542410353
332,wasp165,14,6.361612152255025,5.312299164994796,0.1083909558563169
333,wasp166,8,-7.035657100111406,6.218639974307886,0.884205246564326
334,wasp167,24,0.011241900210723214,0.20495920121325775,0.47728070123331817
335,wasp168,20,-2.7554723430939427,8.081783702764785,0.6387554448629863
336,wasp169,7,11.642389222276687,22.616809708342302,0.28433404136593954
337,wasp170,14,-1.3331482733733846,1.0635796713784782,0.9013868772760264
338,wasp171,16,14.92002989634429,14.787016907551573,0.14888138564694425
339,wasp172,16,4.30024039416846,4.299380852866679,0.15092994830976458
340,wasp173a,32,0.0008080000668534117,0.10167710636146524,0.49674570900799997
341,wasp174,10,-0.1672014718677166,1.987003380232634,0.5362232156533416
342,wasp175,9,-29.626146297771285,90.7027532297964,0.6387096357713178
343,wasp177,5,55.16539549000921,93.53763124480696,0.24863801757438675
344,wasp18,136,-0.07998584834459693,0.0031236645106989492,1.0
345,wasp180a,8,-8.812779357461121,50.51485553806281,0.5762083923231828
346,wasp181,10,-24.77282737342899,31.81062357110861,0.7961800804538159
347,wasp182,7,-138.63007662124352,467.12481967368353,0.6320951926892215
348,wasp183,16,-0.2585501988503126,6.917385945674387,0.5157481499938741
349,wasp184,4,-1322.9194836541594,2071.449205213281,0.7764017989676844
350,wasp186,9,-9.287270447079925,2.572072934940465,0.9988136981555225
