18;57516.57172;0.00125;1142;0.0032;159.4;3.8;18.7;1.5;Clear;3;Matthieu BACHSCHMIDT;TRESCA;2016-05-19;
17;57504.53992;0.00091;1129;0.0034;158;3.1;16.7;0.7;Clear;3;David Molina;TRESCA;2016-05-02;
16;57504.53537;0.00202;1129;-0.0011;166.5;6;17.8;2.7;R;3;Francesco Scaggiante, Danilo Zardin;TRESCA;2018-12-11;
15;57181.52533;0.00126;780;0.0030;153.6;4.4;23.7;1.5;R;2;Ramon Naves;TRESCA;2015-10-08;
14;57180.59602;0.00171;779;-0.0008;152.3;5.2;21.8;2.8;R;3;Fran Campos;TRESCA;2015-10-08;
13;57118.5788;0.00226;712;-0.0067;159.6;7.1;20.1;2.8;Clear;3;David Molina;TRESCA;2015-08-21;
12;57117.66079;0.00183;711;0.0009;156.3;6.3;14.6;2;Clear;3;David Molina;TRESCA;2015-08-21;
11;56895.53393;0.00054;471;0.0041;149.6;1.7;15.7;0.6;I;2;Eduardo Fernández-Lajús, Romina P. Di Sisto;TRESCA;2015-07-22;
10;56846.47604;0.00138;418;-0.0001;162.1;4.5;16.1;2.1;V;3;Horta F. G.;TRESCA;2014-07-14;
9;56821.48851;0.00159;391;0.0020;164.1;5.8;20;2.6;Clear;3;Montaigut R., Leroy A.;TRESCA;2014-07-14;
8;56809.45947;0.00206;378;0.0050;187.7;6.6;13.8;1.1;Clear;4;Lomoz F.;TRESCA;2014-07-14;
7;56809.45342;0.00238;378;-0.0010;185.8;8.1;22.5;1.7;Clear;4;Lomoz F.;TRESCA;2014-07-14;
6;56809.45037;0.00173;378;-0.0041;164.9;5.5;21;4.3;Clear;3;Trnka J.;TRESCA;2014-07-14;
5;56803.90082;0.00175;372;-0.0004;144.8;5.9;14.3;1.6;Clear;4;Evans P.;TRESCA;2014-07-14;
4;56796.4949;0.00284;364;-0.0020;159.3;9.6;18.1;0.7;Clear;3;Haro J. L.;TRESCA;2014-06-17;
3;56771.51354;0.00374;337;0.0063;134.3;12.5;11.4;1.9;Clear;5;Lomoz F.;TRESCA;2014-05-07;
2;56771.5097;0.00181;337;0.0025;143.6;6;11.6;1.2;Clear;4;Lomoz F.;TRESCA;2014-05-07;
1;56771.50648;0.001;337;-0.0007;148.3;3.4;13.2;0.7;Clear;3;Zibar M.;TRESCA;2014-08-20;
