84;59566.29906;0.00072;1635;0.0115;187.7;2.3;14;0.6;R;2;Yves Jongen;TRESCA;2022-01-07;
83;59552.41997;0.0006;1630;0.0122;180.2;2;10.3;0.3;R;2;Snaevarr Gudmundsson;TRESCA;2022-01-07;
82;59541.31716;0.00044;1626;0.0133;183.1;1.5;15;0.3;R;1;Manfred Raetz;TRESCA;2022-01-07;
81;59491.34805;0.00073;1608;0.0114;181.3;2.5;13.3;0.4;R;3;Veli-Pekka Hentunen;TRESCA;2021-12-10;c
80;59155.45723;0.00062;1487;0.0118;183.3;2.1;16;0.5;V;2;Snaevarr Gudmundsson;TRESCA;2020-12-03;
79;59130.47308;0.00066;1478;0.0113;177.5;2.3;13.1;0.4;R;2;Yves Jongen;TRESCA;2020-10-18;
78;59105.48947;0.00049;1469;0.0113;186.7;1.7;15;0.3;R;2;Yves Jongen;TRESCA;2020-09-28;
77;59094.38499;0.00115;1465;0.0107;179.5;3.9;12.8;0.6;R;3;Veli-Pekka Hentunen;TRESCA;2020-09-28;
76;59055.52321;0.00069;1451;0.0123;177.4;2.2;14.9;0.5;Clear;2;Anaël Wünsche;TRESCA;2020-08-26;
75;58822.34006;0.00055;1367;0.0098;183.2;1.8;15.2;0.5;R;2;Mark Salisbury;TRESCA;2019-12-09;
74;58822.3366;0.00074;1367;0.0064;179.7;2.5;14;0.5;Clear;3;Francesco Scaggiante, Danilo Zardin,Marco Fiaschi;TRESCA;2020-02-09;
73;58780.70131;0.00068;1352;0.0105;180.5;2.3;15;0.4;V;2;Truman State Observer;TRESCA;2020-05-25;
72;58772.3738;0.00107;1349;0.0108;175.2;3.6;13.7;0.7;V;3;Mario Morales;TRESCA;2019-12-09;
71;58747.39105;0.00176;1340;0.0117;186.8;6;14.6;1;R;3;Alberto Tomatis;TRESCA;2019-12-09;
70;58747.38806;0.00074;1340;0.0087;202.2;2.5;17.3;0.6;R;2;Francesco Scaggiante, Danilo Zardin,Marco Fiaschi;TRESCA;2019-12-09;
69;58733.51069;0.00073;1335;0.0112;184;2.4;15.3;0.5;V;2;Yves Jongen;TRESCA;2019-12-09;
68;58683.54051;0.00144;1317;0.0083;188.5;4.7;15.2;0.9;I;3;Pere Guerra;TRESCA;2019-12-09;
67;58486.45544;0.00135;1246;0.0164;236.6;4.9;30.8;1.3;Clear;3;Dr.Horst Braunwarth;TRESCA;2021-05-17;
66;58486.4554;0.00135;1246;0.0163;236.2;4.9;30.7;1.3;Clear;3;Dr.Horst Braunwarth;TRESCA;2019-12-09;
65;58475.34408;0.00082;1242;0.0088;183;3;16.7;1.2;R;2;JOSEP GAITAN;TRESCA;2018-12-25;
64;58375.4106;0.00063;1206;0.0099;186.8;2.3;21.8;1.6;Clear;2;Anael Wunsche;TRESCA;2018-12-11;
63;58350.4273;0.00062;1197;0.0103;182.2;2;15.4;0.4;R;2;Veli-Pekka Hentunen;TRESCA;2018-12-11;
62;58067.27864;0.00104;1095;0.0095;181.1;3.2;13.2;0.7;Clear;3;Yenal Ogmen;TRESCA;2018-12-11;
61;58036.74;0.00068;1084;0.0064;184.6;2.4;15.8;0.5;I;2;Kevin B. Alton;TRESCA;2018-12-11;
60;57706.40338;0.00087;965;0.0090;181.5;2.8;14;0.6;Clear;2;David Molina;TRESCA;2016-12-27;
59;57692.5234;0.00092;960;0.0089;193.5;3.3;13.1;0.7;Clear;3;Trnka J.;TRESCA;2016-12-27;
58;57656.43184;0.00105;947;0.0048;181.1;3.7;16;0.7;Clear;3;Marc DELDEM;TRESCA;2016-12-27;
57;57642.55476;0.00062;942;0.0075;182.9;2.3;15.1;0.7;R;1;Ramon Naves;TRESCA;2016-12-27;
56;57631.45381;0.00226;938;0.0104;198.7;8.1;25.2;2.2;I;4;František Lomoz;TRESCA;2016-08-31;
55;57631.45277;0.00102;938;0.0094;169.9;3.5;13.5;0.6;Clear;4;František Lomoz;TRESCA;2016-08-31;
54;57631.45192;0.00118;938;0.0085;181.9;3.8;14.1;0.9;Clear;3;Pierre Le Cam;TRESCA;2016-09-26;
53;57631.45192;0.00118;938;0.0085;181.9;3.8;14.1;0.9;Clear;3;Pierre Le Cam;TRESCA;2016-12-27;
52;57631.44834;0.00132;938;0.0049;184.3;;23.1;2.2;V;5;Jozef Šuchaň;TRESCA;2016-12-27;
51;57409.37598;0.00103;858;0.0094;187.2;;17.9;;Clear;5;Marc Bretton;TRESCA;2016-02-09;
50;57409.37539;0.00456;858;0.0088;186.9;15.7;17.8;2.1;Clear;3;Marc Bretton;TRESCA;2016-02-08;
49;57384.39341;0.00188;849;0.0104;189.8;6.1;14.2;1.9;Clear;3;Marc Bretton;TRESCA;2016-01-11;
48;57356.63011;0.001;839;0.0067;183.1;3.6;13.3;0.6;I;3;Stan Shadick;TRESCA;2016-01-07;
47;57345.52561;0.00095;835;0.0061;182.7;3.2;14.9;0.6;R;3;Fran Campos;TRESCA;2015-11-23;
46;57334.42163;0.00078;831;0.0059;187.2;2.7;18.1;0.6;Clear;2;David Molina;TRESCA;2015-11-09;
45;57259.46935;0.00099;804;0.0046;179.6;3.3;13.1;0.6;Clear;3;Luca Rizzuti;TRESCA;2015-10-15;
44;57051.27129;0.00217;729;0.0035;187.5;14.1;13.6;5.2;R;3;A. Marino;TRESCA;2015-08-11;
43;56962.44878;0.00081;697;0.0117;182;2.9;15.8;0.9;R;3;Christophe Gillier;TRESCA;2015-08-21;
42;56937.45582;0.00116;688;0.0024;177.3;4.2;13.5;0.7;Clear;3;Carre&#241;o A.;TRESCA;2014-11-03;
41;56887.49024;0.0008;670;0.0041;183.5;2.7;10.8;0.4;Clear;3;Gonzalez J.;TRESCA;2014-08-20;
40;56640.42038;0.00118;581;-0.0053;;;34.6;2.1;Clear;5;Dittler U.;TRESCA;2014-01-09;
39;56629.32549;0.00093;577;0.0036;181;3.1;13.9;0.8;R;3;Scaggiante F., Zardin D.;TRESCA;2014-01-06;
38;56604.34322;0.00084;568;0.0050;181.6;2.8;12.5;0.4;Clear;3;Ayiomamitis A.;TRESCA;2013-11-18;
37;56601.56775;0.00066;567;0.0055;181.7;2.2;15.2;0.4;Clear;3;Benni P.;TRESCA;2013-11-06;
36;56598.79072;0.00079;566;0.0044;184;2.8;16.6;0.6;Clear;2;Shadick S.;TRESCA;2013-11-06;
35;56598.79031;0.00107;566;0.0040;182.2;3.5;13.8;0.5;Clear;3;Benni P.;TRESCA;2013-11-04;
34;56590.46081;0.00089;563;0.0024;;;20;3.2;Clear;5;Bachschmidt M.;TRESCA;2014-01-07;
33;56554.37172;0.00123;550;0.0008;194.6;3.9;13.4;2;R;3;Gaitan J.;TRESCA;2013-09-23;
32;56540.49863;0.00104;545;0.0075;186.8;3.6;21.3;1;V;3;Horta F. G.;TRESCA;2013-09-12;
31;56540.49407;0.00054;545;0.0029;184.5;1.7;14.4;0.4;R;1;Salisbury M.;TRESCA;2014-07-27;
