planet  transit_time 	error      	source         	ID             
KOI-13b        2455581.40315  	0.00025        	space          	KOI-13b_2288_2011-01-19_KEPLER
KOI-13b        2455583.1665   	0.00019        	space          	KOI-13b_2289_2011-01-21_KEPLER
KOI-13b        2455584.93035  	0.00013        	space          	KOI-13b_2290_2011-01-23_KEPLER
KOI-13b        2455588.45718  	0.0002         	space          	KOI-13b_2292_2011-01-26_KEPLER
KOI-13b        2455590.22106  	0.0002         	space          	KOI-13b_2293_2011-01-28_KEPLER
KOI-13b        2455597.27554  	0.00018        	space          	KOI-13b_2297_2011-02-04_KEPLER
KOI-13b        2455599.03908  	0.00018        	space          	KOI-13b_2298_2011-02-06_KEPLER
KOI-13b        2455600.80235  	0.00023        	space          	KOI-13b_2299_2011-02-08_KEPLER
KOI-13b        2455602.56593  	0.00018        	space          	KOI-13b_2300_2011-02-10_KEPLER
KOI-13b        2455604.32991  	0.0002         	space          	KOI-13b_2301_2011-02-11_KEPLER
KOI-13b        2455606.09319  	0.00023        	space          	KOI-13b_2302_2011-02-13_KEPLER
KOI-13b        2455607.85713  	0.00012        	space          	KOI-13b_2303_2011-02-15_KEPLER
KOI-13b        2455609.62068  	0.00013        	space          	KOI-13b_2304_2011-02-17_KEPLER
KOI-13b        2455611.38425  	0.00026        	space          	KOI-13b_2305_2011-02-18_KEPLER
KOI-13b        2455613.14781  	0.00017        	space          	KOI-13b_2306_2011-02-20_KEPLER
KOI-13b        2455614.91157  	0.00018        	space          	KOI-13b_2307_2011-02-22_KEPLER
KOI-13b        2455616.67458  	0.00021        	space          	KOI-13b_2308_2011-02-24_KEPLER
KOI-13b        2455618.43855  	0.00013        	space          	KOI-13b_2309_2011-02-25_KEPLER
KOI-13b        2455620.20203  	0.00016        	space          	KOI-13b_2310_2011-02-27_KEPLER
KOI-13b        2455621.96566  	0.00018        	space          	KOI-13b_2311_2011-03-01_KEPLER
KOI-13b        2455623.72923  	0.00026        	space          	KOI-13b_2312_2011-03-03_KEPLER
KOI-13b        2455625.49281  	0.00016        	space          	KOI-13b_2313_2011-03-04_KEPLER
KOI-13b        2455627.25645  	0.00014        	space          	KOI-13b_2314_2011-03-06_KEPLER
KOI-13b        2455629.01977  	0.00019        	space          	KOI-13b_2315_2011-03-08_KEPLER
KOI-13b        2455630.78374  	0.00015        	space          	KOI-13b_2316_2011-03-10_KEPLER
KOI-13b        2455632.54727  	0.00016        	space          	KOI-13b_2317_2011-03-12_KEPLER
KOI-13b        2455643.12876  	0.00017        	space          	KOI-13b_2323_2011-03-22_KEPLER
KOI-13b        2455644.89235  	0.00012        	space          	KOI-13b_2324_2011-03-24_KEPLER
KOI-13b        2455648.41941  	0.00015        	space          	KOI-13b_2326_2011-03-27_KEPLER
KOI-13b        2455650.183    	0.00014        	space          	KOI-13b_2327_2011-03-29_KEPLER
KOI-13b        2455651.94648  	0.00014        	space          	KOI-13b_2328_2011-03-31_KEPLER
KOI-13b        2455653.71019  	0.00019        	space          	KOI-13b_2329_2011-04-02_KEPLER
KOI-13b        2455655.47372  	0.00015        	space          	KOI-13b_2330_2011-04-03_KEPLER
KOI-13b        2455657.23731  	0.00012        	space          	KOI-13b_2331_2011-04-05_KEPLER
KOI-13b        2455659.00117  	0.00038        	space          	KOI-13b_2332_2011-04-07_KEPLER
KOI-13b        2455660.76437  	0.00012        	space          	KOI-13b_2333_2011-04-09_KEPLER
KOI-13b        2455662.52809  	0.00015        	space          	KOI-13b_2334_2011-04-11_KEPLER
KOI-13b        2455664.29157  	0.00024        	space          	KOI-13b_2335_2011-04-12_KEPLER
KOI-13b        2455666.0554   	0.00017        	space          	KOI-13b_2336_2011-04-14_KEPLER
KOI-13b        2455667.81913  	0.00013        	space          	KOI-13b_2337_2011-04-16_KEPLER
KOI-13b        2455669.58244  	0.00022        	space          	KOI-13b_2338_2011-04-18_KEPLER
KOI-13b        2455673.10981  	0.00019        	space          	KOI-13b_2340_2011-04-21_KEPLER
KOI-13b        2455674.87295  	0.00016        	space          	KOI-13b_2341_2011-04-23_KEPLER
KOI-13b        2455676.63708  	0.00014        	space          	KOI-13b_2342_2011-04-25_KEPLER
KOI-13b        2455680.1633   	0.00016        	space          	KOI-13b_2344_2011-04-28_KEPLER
KOI-13b        2455681.92785  	0.0002         	space          	KOI-13b_2345_2011-04-30_KEPLER
KOI-13b        2455683.69142  	0.00035        	space          	KOI-13b_2346_2011-05-02_KEPLER
KOI-13b        2455685.45461  	0.00012        	space          	KOI-13b_2347_2011-05-03_KEPLER
KOI-13b        2455687.2184   	0.00019        	space          	KOI-13b_2348_2011-05-05_KEPLER
KOI-13b        2455688.9818   	0.00013        	space          	KOI-13b_2349_2011-05-07_KEPLER
KOI-13b        2455690.74558  	0.00012        	space          	KOI-13b_2350_2011-05-09_KEPLER
KOI-13b        2455692.50876  	0.00025        	space          	KOI-13b_2351_2011-05-11_KEPLER
KOI-13b        2455694.27286  	0.00014        	space          	KOI-13b_2352_2011-05-12_KEPLER
KOI-13b        2455696.0365   	0.00013        	space          	KOI-13b_2353_2011-05-14_KEPLER
KOI-13b        2455697.79965  	0.00016        	space          	KOI-13b_2354_2011-05-16_KEPLER
KOI-13b        2455699.563629 	6.9e-05        	space          	KOI-13b_2355_2011-05-18_KEPLER
KOI-13b        2455701.32705  	0.00015        	space          	KOI-13b_2356_2011-05-19_KEPLER
KOI-13b        2455703.09039  	0.00015        	space          	KOI-13b_2357_2011-05-21_KEPLER
KOI-13b        2455704.85341  	0.00035        	space          	KOI-13b_2358_2011-05-23_KEPLER
KOI-13b        2455706.61866  	0.00019        	space          	KOI-13b_2359_2011-05-25_KEPLER
KOI-13b        2455708.38135  	0.00012        	space          	KOI-13b_2360_2011-05-26_KEPLER
KOI-13b        2455710.14479  	0.00025        	space          	KOI-13b_2361_2011-05-28_KEPLER
KOI-13b        2455711.90858  	0.00017        	space          	KOI-13b_2362_2011-05-30_KEPLER
KOI-13b        2455713.67232  	0.0001         	space          	KOI-13b_2363_2011-06-01_KEPLER
KOI-13b        2455715.43558  	0.00012        	space          	KOI-13b_2364_2011-06-02_KEPLER
KOI-13b        2455717.19942  	0.00019        	space          	KOI-13b_2365_2011-06-04_KEPLER
KOI-13b        2455718.962757 	9.9e-05        	space          	KOI-13b_2366_2011-06-06_KEPLER
KOI-13b        2455722.49025  	0.00019        	space          	KOI-13b_2368_2011-06-09_KEPLER
KOI-13b        2455724.25352  	0.00013        	space          	KOI-13b_2369_2011-06-11_KEPLER
KOI-13b        2455726.01717  	0.00011        	space          	KOI-13b_2370_2011-06-13_KEPLER
KOI-13b        2455727.7808   	0.0002         	space          	KOI-13b_2371_2011-06-15_KEPLER
KOI-13b        2455729.54453  	0.00016        	space          	KOI-13b_2372_2011-06-17_KEPLER
KOI-13b        2455731.30812  	0.00014        	space          	KOI-13b_2373_2011-06-18_KEPLER
KOI-13b        2455733.07172  	0.00019        	space          	KOI-13b_2374_2011-06-20_KEPLER
KOI-13b        2455734.83535  	0.00011        	space          	KOI-13b_2375_2011-06-22_KEPLER
KOI-13b        2455736.59895  	0.00015        	space          	KOI-13b_2376_2011-06-24_KEPLER
KOI-13b        2455740.12609  	0.00013        	space          	KOI-13b_2378_2011-06-27_KEPLER
KOI-13b        2455741.89013  	0.00028        	space          	KOI-13b_2379_2011-06-29_KEPLER
KOI-13b        2455743.65301  	0.00011        	space          	KOI-13b_2380_2011-07-01_KEPLER
KOI-13b        2455745.41702  	0.00016        	space          	KOI-13b_2381_2011-07-02_KEPLER
KOI-13b        2455747.18044  	0.00013        	space          	KOI-13b_2382_2011-07-04_KEPLER
KOI-13b        2455748.94375  	0.00014        	space          	KOI-13b_2383_2011-07-06_KEPLER
KOI-13b        2455750.70751  	0.00021        	space          	KOI-13b_2384_2011-07-08_KEPLER
KOI-13b        2455752.47111  	0.00014        	space          	KOI-13b_2385_2011-07-09_KEPLER
KOI-13b        2455754.23466  	0.00012        	space          	KOI-13b_2386_2011-07-11_KEPLER
KOI-13b        2455755.99812  	0.00022        	space          	KOI-13b_2387_2011-07-13_KEPLER
KOI-13b        2455757.76191  	0.00011        	space          	KOI-13b_2388_2011-07-15_KEPLER
KOI-13b        2455759.52559  	0.00015        	space          	KOI-13b_2389_2011-07-17_KEPLER
KOI-13b        2455761.28884  	0.00012        	space          	KOI-13b_2390_2011-07-18_KEPLER
KOI-13b        2455764.81639  	0.00014        	space          	KOI-13b_2392_2011-07-22_KEPLER
KOI-13b        2455768.34357  	0.00016        	space          	KOI-13b_2394_2011-07-25_KEPLER
KOI-13b        2455771.87057  	0.00012        	space          	KOI-13b_2396_2011-07-29_KEPLER
KOI-13b        2455773.63402  	0.00018        	space          	KOI-13b_2397_2011-07-31_KEPLER
KOI-13b        2455775.39773  	0.00012        	space          	KOI-13b_2398_2011-08-01_KEPLER
KOI-13b        2455777.16143  	0.00014        	space          	KOI-13b_2399_2011-08-03_KEPLER
KOI-13b        2455778.92493  	0.00031        	space          	KOI-13b_2400_2011-08-05_KEPLER
KOI-13b        2455780.68873  	0.00013        	space          	KOI-13b_2401_2011-08-07_KEPLER
KOI-13b        2455782.4521   	0.00011        	space          	KOI-13b_2402_2011-08-08_KEPLER
KOI-13b        2455784.21572  	0.00017        	space          	KOI-13b_2403_2011-08-10_KEPLER
KOI-13b        2455785.97944  	0.00013        	space          	KOI-13b_2404_2011-08-12_KEPLER
KOI-13b        2455787.74297  	0.00011        	space          	KOI-13b_2405_2011-08-14_KEPLER
KOI-13b        2455789.506439 	9.8e-05        	space          	KOI-13b_2406_2011-08-16_KEPLER
KOI-13b        2455791.27012  	0.00018        	space          	KOI-13b_2407_2011-08-17_KEPLER
KOI-13b        2455793.03365  	0.00012        	space          	KOI-13b_2408_2011-08-19_KEPLER
KOI-13b        2455794.797239 	6.8e-05        	space          	KOI-13b_2409_2011-08-21_KEPLER
KOI-13b        2455796.56056  	0.00019        	space          	KOI-13b_2410_2011-08-23_KEPLER
KOI-13b        2455798.32444  	0.00015        	space          	KOI-13b_2411_2011-08-24_KEPLER
KOI-13b        2455800.08795  	0.00016        	space          	KOI-13b_2412_2011-08-26_KEPLER
KOI-13b        2455801.85112  	0.00019        	space          	KOI-13b_2413_2011-08-28_KEPLER
KOI-13b        2455803.615    	0.00014        	space          	KOI-13b_2414_2011-08-30_KEPLER
KOI-13b        2455805.37873  	0.00011        	space          	KOI-13b_2415_2011-08-31_KEPLER
KOI-13b        2455807.14234  	0.00011        	space          	KOI-13b_2416_2011-09-02_KEPLER
KOI-13b        2455808.90603  	0.00013        	space          	KOI-13b_2417_2011-09-04_KEPLER
KOI-13b        2455810.66955  	0.00014        	space          	KOI-13b_2418_2011-09-06_KEPLER
KOI-13b        2455812.432788 	7.3e-05        	space          	KOI-13b_2419_2011-09-07_KEPLER
KOI-13b        2455814.196882 	0.0001         	space          	KOI-13b_2420_2011-09-09_KEPLER
KOI-13b        2455815.96026  	0.00012        	space          	KOI-13b_2421_2011-09-11_KEPLER
KOI-13b        2455817.72373  	0.00013        	space          	KOI-13b_2422_2011-09-13_KEPLER
KOI-13b        2455819.48759  	0.00018        	space          	KOI-13b_2423_2011-09-14_KEPLER
KOI-13b        2455821.25084  	0.00011        	space          	KOI-13b_2424_2011-09-16_KEPLER
KOI-13b        2455823.01456  	0.00017        	space          	KOI-13b_2425_2011-09-18_KEPLER
KOI-13b        2455824.77816  	0.00024        	space          	KOI-13b_2426_2011-09-20_KEPLER
KOI-13b        2455826.54193  	0.00014        	space          	KOI-13b_2427_2011-09-22_KEPLER
KOI-13b        2455828.30555  	0.00015        	space          	KOI-13b_2428_2011-09-23_KEPLER
KOI-13b        2455830.06872  	0.00015        	space          	KOI-13b_2429_2011-09-25_KEPLER
KOI-13b        2455831.8325   	0.00013        	space          	KOI-13b_2430_2011-09-27_KEPLER
KOI-13b        2455835.35936  	0.00015        	space          	KOI-13b_2432_2011-09-30_KEPLER
KOI-13b        2455837.12391  	0.00067        	space          	KOI-13b_2433_2011-10-02_KEPLER
KOI-13b        2455838.88689  	0.00032        	space          	KOI-13b_2434_2011-10-04_KEPLER
KOI-13b        2455840.65035  	0.00014        	space          	KOI-13b_2435_2011-10-06_KEPLER
KOI-13b        2455842.414    	0.0002         	space          	KOI-13b_2436_2011-10-07_KEPLER
KOI-13b        2455844.17778  	0.00018        	space          	KOI-13b_2437_2011-10-09_KEPLER
KOI-13b        2455845.94119  	0.00016        	space          	KOI-13b_2438_2011-10-11_KEPLER
KOI-13b        2455847.70501  	0.00011        	space          	KOI-13b_2439_2011-10-13_KEPLER
KOI-13b        2455849.46831  	0.00027        	space          	KOI-13b_2440_2011-10-14_KEPLER
KOI-13b        2455852.99535  	0.00018        	space          	KOI-13b_2442_2011-10-18_KEPLER
KOI-13b        2455854.75929  	0.00018        	space          	KOI-13b_2443_2011-10-20_KEPLER
KOI-13b        2455856.52267  	0.0001         	space          	KOI-13b_2444_2011-10-22_KEPLER
KOI-13b        2455858.28632  	0.00013        	space          	KOI-13b_2445_2011-10-23_KEPLER
KOI-13b        2455861.81355  	0.00016        	space          	KOI-13b_2447_2011-10-27_KEPLER
KOI-13b        2455863.577021 	9.7e-05        	space          	KOI-13b_2448_2011-10-29_KEPLER
KOI-13b        2455867.10425  	0.00024        	space          	KOI-13b_2450_2011-11-01_KEPLER
KOI-13b        2455868.86773  	0.00013        	space          	KOI-13b_2451_2011-11-03_KEPLER
KOI-13b        2455870.63156  	0.00022        	space          	KOI-13b_2452_2011-11-05_KEPLER
KOI-13b        2455872.39512  	0.00013        	space          	KOI-13b_2453_2011-11-06_KEPLER
KOI-13b        2455875.92184  	0.00019        	space          	KOI-13b_2455_2011-11-10_KEPLER
KOI-13b        2455877.68598  	0.00014        	space          	KOI-13b_2456_2011-11-12_KEPLER
KOI-13b        2455879.44947  	0.0001         	space          	KOI-13b_2457_2011-11-13_KEPLER
KOI-13b        2455881.21297  	0.00017        	space          	KOI-13b_2458_2011-11-15_KEPLER
KOI-13b        2455882.976593 	6.2e-05        	space          	KOI-13b_2459_2011-11-17_KEPLER
KOI-13b        2455884.74036  	0.00013        	space          	KOI-13b_2460_2011-11-19_KEPLER
KOI-13b        2455886.50368  	0.00015        	space          	KOI-13b_2461_2011-11-21_KEPLER
KOI-13b        2455888.26758  	0.00015        	space          	KOI-13b_2462_2011-11-22_KEPLER
KOI-13b        2455890.03116  	0.00017        	space          	KOI-13b_2463_2011-11-24_KEPLER
KOI-13b        2455891.79439  	0.00019        	space          	KOI-13b_2464_2011-11-26_KEPLER
KOI-13b        2455893.5585   	0.00013        	space          	KOI-13b_2465_2011-11-28_KEPLER
KOI-13b        2455895.32165  	0.00015        	space          	KOI-13b_2466_2011-11-29_KEPLER
KOI-13b        2455898.84875  	0.00016        	space          	KOI-13b_2468_2011-12-03_KEPLER
KOI-13b        2455900.61231  	0.00014        	space          	KOI-13b_2469_2011-12-05_KEPLER
KOI-13b        2455902.37608  	0.00011        	space          	KOI-13b_2470_2011-12-06_KEPLER
KOI-13b        2455905.9033   	0.00023        	space          	KOI-13b_2472_2011-12-10_KEPLER
KOI-13b        2455907.66674  	0.00013        	space          	KOI-13b_2473_2011-12-12_KEPLER
KOI-13b        2455909.43     	0.0002         	space          	KOI-13b_2474_2011-12-13_KEPLER
KOI-13b        2455911.19378  	0.00019        	space          	KOI-13b_2475_2011-12-15_KEPLER
KOI-13b        2455912.95781  	0.00025        	space          	KOI-13b_2476_2011-12-17_KEPLER
KOI-13b        2455914.72093  	0.0001         	space          	KOI-13b_2477_2011-12-19_KEPLER
KOI-13b        2455916.48523  	0.00017        	space          	KOI-13b_2478_2011-12-20_KEPLER
KOI-13b        2455920.01171  	0.00017        	space          	KOI-13b_2480_2011-12-24_KEPLER
KOI-13b        2455921.77558  	0.00016        	space          	KOI-13b_2481_2011-12-26_KEPLER
KOI-13b        2455923.53921  	0.00019        	space          	KOI-13b_2482_2011-12-28_KEPLER
KOI-13b        2455925.30275  	0.00012        	space          	KOI-13b_2483_2011-12-29_KEPLER
KOI-13b        2455927.06582  	0.00023        	space          	KOI-13b_2484_2011-12-31_KEPLER
KOI-13b        2455928.83007  	0.00015        	space          	KOI-13b_2485_2012-01-02_KEPLER
KOI-13b        2455930.59356  	0.00054        	space          	KOI-13b_2486_2012-01-04_KEPLER
KOI-13b        2455934.120931 	8.3e-05        	space          	KOI-13b_2488_2012-01-07_KEPLER
KOI-13b        2455935.88428  	0.00014        	space          	KOI-13b_2489_2012-01-09_KEPLER
KOI-13b        2455937.64768  	0.00016        	space          	KOI-13b_2490_2012-01-11_KEPLER
KOI-13b        2455939.4113   	0.00016        	space          	KOI-13b_2491_2012-01-12_KEPLER
KOI-13b        2455941.17498  	0.00015        	space          	KOI-13b_2492_2012-01-14_KEPLER
KOI-13b        2455942.93876  	0.00013        	space          	KOI-13b_2493_2012-01-16_KEPLER
KOI-13b        2455944.70228  	0.00019        	space          	KOI-13b_2494_2012-01-18_KEPLER
KOI-13b        2455946.46577  	0.00014        	space          	KOI-13b_2495_2012-01-19_KEPLER
KOI-13b        2455948.22915  	0.00014        	space          	KOI-13b_2496_2012-01-21_KEPLER
KOI-13b        2455953.52018  	0.00011        	space          	KOI-13b_2499_2012-01-27_KEPLER
KOI-13b        2455957.04734  	0.00015        	space          	KOI-13b_2501_2012-01-30_KEPLER
KOI-13b        2455960.57427  	0.00018        	space          	KOI-13b_2503_2012-02-03_KEPLER
KOI-13b        2455962.3382   	0.0001         	space          	KOI-13b_2504_2012-02-04_KEPLER
KOI-13b        2455964.10167  	0.00017        	space          	KOI-13b_2505_2012-02-06_KEPLER
KOI-13b        2455965.86507  	0.00014        	space          	KOI-13b_2506_2012-02-08_KEPLER
KOI-13b        2455967.62879  	0.0002         	space          	KOI-13b_2507_2012-02-10_KEPLER
KOI-13b        2455969.39255  	0.00016        	space          	KOI-13b_2508_2012-02-11_KEPLER
KOI-13b        2455971.15589  	0.00014        	space          	KOI-13b_2509_2012-02-13_KEPLER
KOI-13b        2455972.91971  	0.0002         	space          	KOI-13b_2510_2012-02-15_KEPLER
KOI-13b        2455974.68337  	0.00014        	space          	KOI-13b_2511_2012-02-17_KEPLER
KOI-13b        2455976.44673  	0.00012        	space          	KOI-13b_2512_2012-02-18_KEPLER
KOI-13b        2455979.973965 	9.3e-05        	space          	KOI-13b_2514_2012-02-22_KEPLER
KOI-13b        2455981.73737  	0.00014        	space          	KOI-13b_2515_2012-02-24_KEPLER
KOI-13b        2455983.50078  	0.0002         	space          	KOI-13b_2516_2012-02-26_KEPLER
KOI-13b        2455985.2648   	0.00012        	space          	KOI-13b_2517_2012-02-27_KEPLER
KOI-13b        2455988.79169  	0.00013        	space          	KOI-13b_2519_2012-03-02_KEPLER
KOI-13b        2455990.5554   	0.0002         	space          	KOI-13b_2520_2012-03-04_KEPLER
KOI-13b        2455992.31916  	0.00015        	space          	KOI-13b_2521_2012-03-05_KEPLER
KOI-13b        2455999.37344  	0.00011        	space          	KOI-13b_2525_2012-03-12_KEPLER
KOI-13b        2456001.13689  	0.00017        	space          	KOI-13b_2526_2012-03-14_KEPLER
KOI-13b        2456002.90065  	0.00014        	space          	KOI-13b_2527_2012-03-16_KEPLER
KOI-13b        2456004.66397  	0.00019        	space          	KOI-13b_2528_2012-03-18_KEPLER
KOI-13b        2456006.42737  	0.00019        	space          	KOI-13b_2529_2012-03-19_KEPLER
KOI-13b        2456008.1912   	0.00017        	space          	KOI-13b_2530_2012-03-21_KEPLER
KOI-13b        2456009.95484  	0.00011        	space          	KOI-13b_2531_2012-03-23_KEPLER
KOI-13b        2456011.71822  	0.00033        	space          	KOI-13b_2532_2012-03-25_KEPLER
KOI-13b        2456013.48203  	0.00026        	space          	KOI-13b_2533_2012-03-26_KEPLER
KOI-13b        2456017.00917  	0.00012        	space          	KOI-13b_2535_2012-03-30_KEPLER
KOI-13b        2456018.77276  	0.00021        	space          	KOI-13b_2536_2012-04-01_KEPLER
KOI-13b        2456022.299884 	9.5e-05        	space          	KOI-13b_2538_2012-04-04_KEPLER
KOI-13b        2456024.06228  	0.00047        	space          	KOI-13b_2539_2012-04-06_KEPLER
KOI-13b        2456025.8272   	0.00012        	space          	KOI-13b_2540_2012-04-08_KEPLER
KOI-13b        2456027.59072  	0.00018        	space          	KOI-13b_2541_2012-04-10_KEPLER
KOI-13b        2456029.354175 	9.8e-05        	space          	KOI-13b_2542_2012-04-11_KEPLER
KOI-13b        2456031.11791  	0.00011        	space          	KOI-13b_2543_2012-04-13_KEPLER
KOI-13b        2456034.64519  	0.0001         	space          	KOI-13b_2545_2012-04-17_KEPLER
KOI-13b        2456036.40876  	0.00021        	space          	KOI-13b_2546_2012-04-18_KEPLER
KOI-13b        2456039.93572  	0.0001         	space          	KOI-13b_2548_2012-04-22_KEPLER
KOI-13b        2456041.69958  	0.00026        	space          	KOI-13b_2549_2012-04-24_KEPLER
KOI-13b        2456043.46321  	0.00012        	space          	KOI-13b_2550_2012-04-25_KEPLER
KOI-13b        2456046.98987  	0.00036        	space          	KOI-13b_2552_2012-04-29_KEPLER
KOI-13b        2456050.51756  	0.0003         	space          	KOI-13b_2554_2012-05-03_KEPLER
KOI-13b        2456052.28086  	0.00013        	space          	KOI-13b_2555_2012-05-04_KEPLER
KOI-13b        2456054.044581 	8.8e-05        	space          	KOI-13b_2556_2012-05-06_KEPLER
KOI-13b        2456055.80833  	0.00011        	space          	KOI-13b_2557_2012-05-08_KEPLER
KOI-13b        2456059.33501  	0.00023        	space          	KOI-13b_2559_2012-05-11_KEPLER
KOI-13b        2456061.09906  	0.00012        	space          	KOI-13b_2560_2012-05-13_KEPLER
KOI-13b        2456062.862551 	9.8e-05        	space          	KOI-13b_2561_2012-05-15_KEPLER
KOI-13b        2456066.38971  	0.00015        	space          	KOI-13b_2563_2012-05-18_KEPLER
KOI-13b        2456069.91667  	0.00014        	space          	KOI-13b_2565_2012-05-22_KEPLER
KOI-13b        2456071.68035  	0.00015        	space          	KOI-13b_2566_2012-05-24_KEPLER
KOI-13b        2456073.44406  	0.00017        	space          	KOI-13b_2567_2012-05-25_KEPLER
KOI-13b        2456075.207631 	8e-05          	space          	KOI-13b_2568_2012-05-27_KEPLER
KOI-13b        2456076.97133  	0.00033        	space          	KOI-13b_2569_2012-05-29_KEPLER
KOI-13b        2456080.49835  	0.00011        	space          	KOI-13b_2571_2012-06-01_KEPLER
KOI-13b        2456082.26189  	0.00022        	space          	KOI-13b_2572_2012-06-03_KEPLER
KOI-13b        2456084.0256   	0.00012        	space          	KOI-13b_2573_2012-06-05_KEPLER
KOI-13b        2456085.78911  	0.00011        	space          	KOI-13b_2574_2012-06-07_KEPLER
KOI-13b        2456087.55272  	0.00016        	space          	KOI-13b_2575_2012-06-09_KEPLER
KOI-13b        2456089.31633  	0.00014        	space          	KOI-13b_2576_2012-06-10_KEPLER
KOI-13b        2456091.07997  	0.0001         	space          	KOI-13b_2577_2012-06-12_KEPLER
KOI-13b        2456092.84231  	0.00015        	space          	KOI-13b_2578_2012-06-14_KEPLER
KOI-13b        2456094.60723  	0.00025        	space          	KOI-13b_2579_2012-06-16_KEPLER
KOI-13b        2456096.37074  	0.00013        	space          	KOI-13b_2580_2012-06-17_KEPLER
KOI-13b        2456098.13407  	0.00013        	space          	KOI-13b_2581_2012-06-19_KEPLER
KOI-13b        2456099.89789  	0.00017        	space          	KOI-13b_2582_2012-06-21_KEPLER
KOI-13b        2456105.18869  	0.00013        	space          	KOI-13b_2585_2012-06-26_KEPLER
KOI-13b        2456108.7158   	0.00016        	space          	KOI-13b_2587_2012-06-30_KEPLER
KOI-13b        2456110.47903  	0.00016        	space          	KOI-13b_2588_2012-07-01_KEPLER
KOI-13b        2456114.00678  	0.00025        	space          	KOI-13b_2590_2012-07-05_KEPLER
KOI-13b        2456115.76989  	0.00016        	space          	KOI-13b_2591_2012-07-07_KEPLER
KOI-13b        2456117.53372  	0.00018        	space          	KOI-13b_2592_2012-07-09_KEPLER
KOI-13b        2456119.29735  	0.00013        	space          	KOI-13b_2593_2012-07-10_KEPLER
KOI-13b        2456121.06093  	0.00013        	space          	KOI-13b_2594_2012-07-12_KEPLER
KOI-13b        2456129.87889  	0.00016        	space          	KOI-13b_2599_2012-07-21_KEPLER
KOI-13b        2456131.64254  	0.00016        	space          	KOI-13b_2600_2012-07-23_KEPLER
KOI-13b        2456133.40583  	0.0002         	space          	KOI-13b_2601_2012-07-24_KEPLER
KOI-13b        2456135.16963  	0.00014        	space          	KOI-13b_2602_2012-07-26_KEPLER
KOI-13b        2456136.93318  	0.00025        	space          	KOI-13b_2603_2012-07-28_KEPLER
KOI-13b        2456140.46047  	0.00016        	space          	KOI-13b_2605_2012-07-31_KEPLER
KOI-13b        2456142.22402  	0.00011        	space          	KOI-13b_2606_2012-08-02_KEPLER
KOI-13b        2456143.987575 	9.8e-05        	space          	KOI-13b_2607_2012-08-04_KEPLER
KOI-13b        2456145.75098  	0.00021        	space          	KOI-13b_2608_2012-08-06_KEPLER
KOI-13b        2456147.51474  	0.00011        	space          	KOI-13b_2609_2012-08-08_KEPLER
KOI-13b        2456149.27844  	0.00018        	space          	KOI-13b_2610_2012-08-09_KEPLER
KOI-13b        2456152.8055   	0.00015        	space          	KOI-13b_2612_2012-08-13_KEPLER
KOI-13b        2456154.56924  	0.00015        	space          	KOI-13b_2613_2012-08-15_KEPLER
KOI-13b        2456156.33254  	0.00017        	space          	KOI-13b_2614_2012-08-16_KEPLER
KOI-13b        2456158.09614  	0.00015        	space          	KOI-13b_2615_2012-08-18_KEPLER
KOI-13b        2456159.85985  	0.00016        	space          	KOI-13b_2616_2012-08-20_KEPLER
KOI-13b        2456161.62331  	0.0001         	space          	KOI-13b_2617_2012-08-22_KEPLER
KOI-13b        2456163.38699  	0.00016        	space          	KOI-13b_2618_2012-08-23_KEPLER
KOI-13b        2456165.15063  	0.00017        	space          	KOI-13b_2619_2012-08-25_KEPLER
KOI-13b        2456166.91412  	7.6e-05        	space          	KOI-13b_2620_2012-08-27_KEPLER
KOI-13b        2456168.67891  	0.00017        	space          	KOI-13b_2621_2012-08-29_KEPLER
KOI-13b        2456170.44118  	0.00022        	space          	KOI-13b_2622_2012-08-30_KEPLER
KOI-13b        2456172.20498  	0.00017        	space          	KOI-13b_2623_2012-09-01_KEPLER
KOI-13b        2456173.96858  	0.00021        	space          	KOI-13b_2624_2012-09-03_KEPLER
KOI-13b        2456175.73221  	0.00015        	space          	KOI-13b_2625_2012-09-05_KEPLER
KOI-13b        2456177.49581  	0.00015        	space          	KOI-13b_2626_2012-09-06_KEPLER
KOI-13b        2456179.25903  	0.00017        	space          	KOI-13b_2627_2012-09-08_KEPLER
KOI-13b        2456181.02285  	0.00014        	space          	KOI-13b_2628_2012-09-10_KEPLER
KOI-13b        2456184.54981  	0.00015        	space          	KOI-13b_2630_2012-09-14_KEPLER
KOI-13b        2456186.31364  	0.00015        	space          	KOI-13b_2631_2012-09-15_KEPLER
KOI-13b        2456188.07736  	0.00013        	space          	KOI-13b_2632_2012-09-17_KEPLER
KOI-13b        2456189.84073  	0.00014        	space          	KOI-13b_2633_2012-09-19_KEPLER
KOI-13b        2456191.60452  	0.00016        	space          	KOI-13b_2634_2012-09-21_KEPLER
KOI-13b        2456193.368101 	9.3e-05        	space          	KOI-13b_2635_2012-09-22_KEPLER
KOI-13b        2456195.13158  	0.00013        	space          	KOI-13b_2636_2012-09-24_KEPLER
KOI-13b        2456196.89498  	0.0002         	space          	KOI-13b_2637_2012-09-26_KEPLER
KOI-13b        2456198.6589   	0.00014        	space          	KOI-13b_2638_2012-09-28_KEPLER
KOI-13b        2456200.422427 	8e-05          	space          	KOI-13b_2639_2012-09-29_KEPLER
