planet  transit_time 	error      	source         	ID             
Kepler-7b      2455299.49069  	0.00034        	space          	Kepler-7b_768_2010-04-12_KEPLER
Kepler-7b      2455304.37449  	0.00038        	space          	Kepler-7b_769_2010-04-17_KEPLER
Kepler-7b      2455314.14657  	0.00037        	space          	Kepler-7b_771_2010-04-27_KEPLER
Kepler-7b      2455319.03313  	0.00041        	space          	Kepler-7b_772_2010-05-02_KEPLER
Kepler-7b      2455323.91725  	0.00045        	space          	Kepler-7b_773_2010-05-07_KEPLER
Kepler-7b      2455328.8027   	0.00029        	space          	Kepler-7b_774_2010-05-12_KEPLER
Kepler-7b      2455333.68866  	0.0005         	space          	Kepler-7b_775_2010-05-17_KEPLER
Kepler-7b      2455338.57468  	0.00042        	space          	Kepler-7b_776_2010-05-22_KEPLER
Kepler-7b      2455343.45928  	0.00027        	space          	Kepler-7b_777_2010-05-26_KEPLER
Kepler-7b      2455348.34502  	0.00031        	space          	Kepler-7b_778_2010-05-31_KEPLER
Kepler-7b      2455353.2314   	0.00038        	space          	Kepler-7b_779_2010-06-05_KEPLER
Kepler-7b      2455358.11577  	0.00042        	space          	Kepler-7b_780_2010-06-10_KEPLER
Kepler-7b      2455363.00192  	0.00045        	space          	Kepler-7b_781_2010-06-15_KEPLER
Kepler-7b      2455372.77145  	0.00038        	space          	Kepler-7b_783_2010-06-25_KEPLER
Kepler-7b      2455377.65779  	0.00042        	space          	Kepler-7b_784_2010-06-30_KEPLER
Kepler-7b      2455382.54281  	0.00045        	space          	Kepler-7b_785_2010-07-05_KEPLER
Kepler-7b      2455387.42948  	0.00044        	space          	Kepler-7b_786_2010-07-09_KEPLER
Kepler-7b      2455392.31439  	0.00041        	space          	Kepler-7b_787_2010-07-14_KEPLER
Kepler-7b      2455397.1999   	0.0005         	space          	Kepler-7b_788_2010-07-19_KEPLER
Kepler-7b      2455402.08549  	0.00035        	space          	Kepler-7b_789_2010-07-24_KEPLER
Kepler-7b      2455406.97118  	0.00034        	space          	Kepler-7b_790_2010-07-29_KEPLER
Kepler-7b      2455411.85664  	0.00042        	space          	Kepler-7b_791_2010-08-03_KEPLER
Kepler-7b      2455416.74176  	0.0004         	space          	Kepler-7b_792_2010-08-08_KEPLER
Kepler-7b      2455421.62737  	0.00031        	space          	Kepler-7b_793_2010-08-13_KEPLER
Kepler-7b      2455426.51267  	0.00033        	space          	Kepler-7b_794_2010-08-18_KEPLER
Kepler-7b      2455441.16944  	0.00035        	space          	Kepler-7b_797_2010-09-01_KEPLER
Kepler-7b      2455446.05452  	0.00037        	space          	Kepler-7b_798_2010-09-06_KEPLER
Kepler-7b      2455450.94036  	0.00036        	space          	Kepler-7b_799_2010-09-11_KEPLER
Kepler-7b      2455455.82561  	0.00033        	space          	Kepler-7b_800_2010-09-16_KEPLER
Kepler-7b      2455460.71101  	0.00034        	space          	Kepler-7b_801_2010-09-21_KEPLER
Kepler-7b      2455465.597    	0.00036        	space          	Kepler-7b_802_2010-09-26_KEPLER
Kepler-7b      2455470.4825   	0.00038        	space          	Kepler-7b_803_2010-09-30_KEPLER
Kepler-7b      2455475.36779  	0.0003         	space          	Kepler-7b_804_2010-10-05_KEPLER
Kepler-7b      2455480.25386  	0.00052        	space          	Kepler-7b_805_2010-10-10_KEPLER
Kepler-7b      2455485.13873  	0.00043        	space          	Kepler-7b_806_2010-10-15_KEPLER
Kepler-7b      2455490.02365  	0.00042        	space          	Kepler-7b_807_2010-10-20_KEPLER
Kepler-7b      2455494.9101   	0.00041        	space          	Kepler-7b_808_2010-10-25_KEPLER
Kepler-7b      2455499.79544  	0.00046        	space          	Kepler-7b_809_2010-10-30_KEPLER
Kepler-7b      2455504.68034  	0.00042        	space          	Kepler-7b_810_2010-11-04_KEPLER
Kepler-7b      2455509.56648  	0.00036        	space          	Kepler-7b_811_2010-11-09_KEPLER
Kepler-7b      2455514.45171  	0.00031        	space          	Kepler-7b_812_2010-11-13_KEPLER
Kepler-7b      2455519.33709  	0.00042        	space          	Kepler-7b_813_2010-11-18_KEPLER
Kepler-7b      2455529.10903  	0.0004         	space          	Kepler-7b_815_2010-11-28_KEPLER
Kepler-7b      2455533.99372  	0.00044        	space          	Kepler-7b_816_2010-12-03_KEPLER
Kepler-7b      2455538.87927  	0.00037        	space          	Kepler-7b_817_2010-12-08_KEPLER
Kepler-7b      2455548.6501   	0.00048        	space          	Kepler-7b_819_2010-12-18_KEPLER
Kepler-7b      2455573.07757  	0.00035        	space          	Kepler-7b_824_2011-01-11_KEPLER
Kepler-7b      2455577.96326  	0.00033        	space          	Kepler-7b_825_2011-01-16_KEPLER
Kepler-7b      2455582.84865  	0.00039        	space          	Kepler-7b_826_2011-01-21_KEPLER
Kepler-7b      2455587.73375  	0.00036        	space          	Kepler-7b_827_2011-01-26_KEPLER
Kepler-7b      2455592.61962  	0.00041        	space          	Kepler-7b_828_2011-01-31_KEPLER
Kepler-7b      2455597.50518  	0.00037        	space          	Kepler-7b_829_2011-02-05_KEPLER
Kepler-7b      2455602.38974  	0.0004         	space          	Kepler-7b_830_2011-02-09_KEPLER
Kepler-7b      2455607.27564  	0.0003         	space          	Kepler-7b_831_2011-02-14_KEPLER
Kepler-7b      2455612.16137  	0.00042        	space          	Kepler-7b_832_2011-02-19_KEPLER
Kepler-7b      2455617.04745  	0.0003         	space          	Kepler-7b_833_2011-02-24_KEPLER
Kepler-7b      2455621.9326   	0.00039        	space          	Kepler-7b_834_2011-03-01_KEPLER
Kepler-7b      2455626.81761  	0.00042        	space          	Kepler-7b_835_2011-03-06_KEPLER
Kepler-7b      2455631.70418  	0.00049        	space          	Kepler-7b_836_2011-03-11_KEPLER
Kepler-7b      2455651.24639  	0.00043        	space          	Kepler-7b_840_2011-03-30_KEPLER
Kepler-7b      2455656.13136  	0.00048        	space          	Kepler-7b_841_2011-04-04_KEPLER
Kepler-7b      2455661.01601  	0.00044        	space          	Kepler-7b_842_2011-04-09_KEPLER
Kepler-7b      2455665.90155  	0.00039        	space          	Kepler-7b_843_2011-04-14_KEPLER
Kepler-7b      2455670.78614  	0.0004         	space          	Kepler-7b_844_2011-04-19_KEPLER
Kepler-7b      2455675.67189  	0.00046        	space          	Kepler-7b_845_2011-04-24_KEPLER
Kepler-7b      2455680.55874  	0.00028        	space          	Kepler-7b_846_2011-04-29_KEPLER
Kepler-7b      2455685.44441  	0.00034        	space          	Kepler-7b_847_2011-05-03_KEPLER
Kepler-7b      2455690.3292   	0.00041        	space          	Kepler-7b_848_2011-05-08_KEPLER
Kepler-7b      2455695.21432  	0.00037        	space          	Kepler-7b_849_2011-05-13_KEPLER
Kepler-7b      2455704.98514  	0.00045        	space          	Kepler-7b_851_2011-05-23_KEPLER
Kepler-7b      2455709.87171  	0.00041        	space          	Kepler-7b_852_2011-05-28_KEPLER
Kepler-7b      2455714.75647  	0.0005         	space          	Kepler-7b_853_2011-06-02_KEPLER
Kepler-7b      2455724.527    	0.00045        	space          	Kepler-7b_855_2011-06-12_KEPLER
Kepler-7b      2455729.41364  	0.00037        	space          	Kepler-7b_856_2011-06-16_KEPLER
Kepler-7b      2455734.29872  	0.00036        	space          	Kepler-7b_857_2011-06-21_KEPLER
Kepler-7b      2455744.06958  	0.00041        	space          	Kepler-7b_859_2011-07-01_KEPLER
Kepler-7b      2455748.95558  	0.00041        	space          	Kepler-7b_860_2011-07-06_KEPLER
Kepler-7b      2455753.84095  	0.0004         	space          	Kepler-7b_861_2011-07-11_KEPLER
Kepler-7b      2455758.72617  	0.0004         	space          	Kepler-7b_862_2011-07-16_KEPLER
Kepler-7b      2455763.61112  	0.00033        	space          	Kepler-7b_863_2011-07-21_KEPLER
Kepler-7b      2455768.49712  	0.00036        	space          	Kepler-7b_864_2011-07-25_KEPLER
Kepler-7b      2455773.38253  	0.00031        	space          	Kepler-7b_865_2011-07-30_KEPLER
Kepler-7b      2455778.26814  	0.00056        	space          	Kepler-7b_866_2011-08-04_KEPLER
Kepler-7b      2455783.15346  	0.00034        	space          	Kepler-7b_867_2011-08-09_KEPLER
Kepler-7b      2455788.03861  	0.00038        	space          	Kepler-7b_868_2011-08-14_KEPLER
Kepler-7b      2455792.92415  	0.00028        	space          	Kepler-7b_869_2011-08-19_KEPLER
Kepler-7b      2455797.80962  	0.00034        	space          	Kepler-7b_870_2011-08-24_KEPLER
Kepler-7b      2455807.58095  	0.00045        	space          	Kepler-7b_872_2011-09-03_KEPLER
Kepler-7b      2455812.4665   	0.00039        	space          	Kepler-7b_873_2011-09-07_KEPLER
Kepler-7b      2455817.35227  	0.00045        	space          	Kepler-7b_874_2011-09-12_KEPLER
Kepler-7b      2455822.23772  	0.00044        	space          	Kepler-7b_875_2011-09-17_KEPLER
Kepler-7b      2455827.12325  	0.00042        	space          	Kepler-7b_876_2011-09-22_KEPLER
Kepler-7b      2455832.00743  	0.00048        	space          	Kepler-7b_877_2011-09-27_KEPLER
Kepler-7b      2455836.89369  	0.00048        	space          	Kepler-7b_878_2011-10-02_KEPLER
Kepler-7b      2455841.77962  	0.00045        	space          	Kepler-7b_879_2011-10-07_KEPLER
Kepler-7b      2455846.66475  	0.00042        	space          	Kepler-7b_880_2011-10-12_KEPLER
Kepler-7b      2455851.55066  	0.00052        	space          	Kepler-7b_881_2011-10-17_KEPLER
Kepler-7b      2455856.43583  	0.00038        	space          	Kepler-7b_882_2011-10-21_KEPLER
Kepler-7b      2455861.32117  	0.00065        	space          	Kepler-7b_883_2011-10-26_KEPLER
Kepler-7b      2455875.97735  	0.00038        	space          	Kepler-7b_886_2011-11-10_KEPLER
Kepler-7b      2455880.86287  	0.00033        	space          	Kepler-7b_887_2011-11-15_KEPLER
Kepler-7b      2455885.74879  	0.00043        	space          	Kepler-7b_888_2011-11-20_KEPLER
Kepler-7b      2455890.63436  	0.00035        	space          	Kepler-7b_889_2011-11-25_KEPLER
Kepler-7b      2455895.51949  	0.00048        	space          	Kepler-7b_890_2011-11-30_KEPLER
Kepler-7b      2455900.40577  	0.00046        	space          	Kepler-7b_891_2011-12-04_KEPLER
Kepler-7b      2455910.17586  	0.00045        	space          	Kepler-7b_893_2011-12-14_KEPLER
Kepler-7b      2455915.06208  	0.00031        	space          	Kepler-7b_894_2011-12-19_KEPLER
Kepler-7b      2455919.94687  	0.0005         	space          	Kepler-7b_895_2011-12-24_KEPLER
Kepler-7b      2455924.83254  	0.00037        	space          	Kepler-7b_896_2011-12-29_KEPLER
Kepler-7b      2455934.60355  	0.00045        	space          	Kepler-7b_898_2012-01-08_KEPLER
Kepler-7b      2455939.48879  	0.00046        	space          	Kepler-7b_899_2012-01-12_KEPLER
Kepler-7b      2455944.37388  	0.00041        	space          	Kepler-7b_900_2012-01-17_KEPLER
Kepler-7b      2455949.25999  	0.00038        	space          	Kepler-7b_901_2012-01-22_KEPLER
Kepler-7b      2455963.91651  	0.00035        	space          	Kepler-7b_904_2012-02-06_KEPLER
Kepler-7b      2455968.80231  	0.0005         	space          	Kepler-7b_905_2012-02-11_KEPLER
Kepler-7b      2455973.68771  	0.00036        	space          	Kepler-7b_906_2012-02-16_KEPLER
Kepler-7b      2455978.57316  	0.00043        	space          	Kepler-7b_907_2012-02-21_KEPLER
Kepler-7b      2455983.45764  	0.0005         	space          	Kepler-7b_908_2012-02-25_KEPLER
Kepler-7b      2455988.34401  	0.00047        	space          	Kepler-7b_909_2012-03-01_KEPLER
Kepler-7b      2455993.22921  	0.0006         	space          	Kepler-7b_910_2012-03-06_KEPLER
Kepler-7b      2456003.00086  	0.00041        	space          	Kepler-7b_912_2012-03-16_KEPLER
Kepler-7b      2456007.88612  	0.0005         	space          	Kepler-7b_913_2012-03-21_KEPLER
Kepler-7b      2456017.65633  	0.00039        	space          	Kepler-7b_915_2012-03-31_KEPLER
Kepler-7b      2456027.42885  	0.00034        	space          	Kepler-7b_917_2012-04-09_KEPLER
Kepler-7b      2456032.31378  	0.00039        	space          	Kepler-7b_918_2012-04-14_KEPLER
Kepler-7b      2456037.19884  	0.00036        	space          	Kepler-7b_919_2012-04-19_KEPLER
Kepler-7b      2456042.08466  	0.00037        	space          	Kepler-7b_920_2012-04-24_KEPLER
Kepler-7b      2456046.96989  	0.00049        	space          	Kepler-7b_921_2012-04-29_KEPLER
Kepler-7b      2456051.8552   	0.00048        	space          	Kepler-7b_922_2012-05-04_KEPLER
Kepler-7b      2456061.62654  	0.00032        	space          	Kepler-7b_924_2012-05-14_KEPLER
Kepler-7b      2456066.51216  	0.00037        	space          	Kepler-7b_925_2012-05-19_KEPLER
Kepler-7b      2456076.28279  	0.00044        	space          	Kepler-7b_927_2012-05-28_KEPLER
Kepler-7b      2456081.16816  	0.00037        	space          	Kepler-7b_928_2012-06-02_KEPLER
Kepler-7b      2456086.05389  	0.00062        	space          	Kepler-7b_929_2012-06-07_KEPLER
Kepler-7b      2456090.93942  	0.00027        	space          	Kepler-7b_930_2012-06-12_KEPLER
Kepler-7b      2456095.82439  	0.00033        	space          	Kepler-7b_931_2012-06-17_KEPLER
Kepler-7b      2456100.71071  	0.00033        	space          	Kepler-7b_932_2012-06-22_KEPLER
Kepler-7b      2456105.59572  	0.00055        	space          	Kepler-7b_933_2012-06-27_KEPLER
Kepler-7b      2456110.48161  	0.00038        	space          	Kepler-7b_934_2012-07-01_KEPLER
Kepler-7b      2456115.36699  	0.00048        	space          	Kepler-7b_935_2012-07-06_KEPLER
Kepler-7b      2456120.25277  	0.00052        	space          	Kepler-7b_936_2012-07-11_KEPLER
Kepler-7b      2456130.02423  	0.00042        	space          	Kepler-7b_938_2012-07-21_KEPLER
Kepler-7b      2456134.90825  	0.00034        	space          	Kepler-7b_939_2012-07-26_KEPLER
Kepler-7b      2456139.79465  	0.0004         	space          	Kepler-7b_940_2012-07-31_KEPLER
Kepler-7b      2456149.56558  	0.00047        	space          	Kepler-7b_942_2012-08-10_KEPLER
Kepler-7b      2456154.45037  	0.0004         	space          	Kepler-7b_943_2012-08-14_KEPLER
Kepler-7b      2456159.33633  	0.00035        	space          	Kepler-7b_944_2012-08-19_KEPLER
Kepler-7b      2456164.22138  	0.00042        	space          	Kepler-7b_945_2012-08-24_KEPLER
Kepler-7b      2456173.99237  	0.00035        	space          	Kepler-7b_947_2012-09-03_KEPLER
Kepler-7b      2456178.87762  	0.00032        	space          	Kepler-7b_948_2012-09-08_KEPLER
Kepler-7b      2456183.76373  	0.00042        	space          	Kepler-7b_949_2012-09-13_KEPLER
Kepler-7b      2456188.64904  	0.00041        	space          	Kepler-7b_950_2012-09-18_KEPLER
Kepler-7b      2456193.53463  	0.00037        	space          	Kepler-7b_951_2012-09-23_KEPLER
Kepler-7b      2456198.4197   	0.00039        	space          	Kepler-7b_952_2012-09-27_KEPLER
Kepler-7b      2456203.30573  	0.00048        	space          	Kepler-7b_953_2012-10-02_KEPLER
Kepler-7b      2456208.19115  	0.00039        	space          	Kepler-7b_954_2012-10-07_KEPLER
Kepler-7b      2456213.07667  	0.00047        	space          	Kepler-7b_955_2012-10-12_KEPLER
Kepler-7b      2456217.96182  	0.00026        	space          	Kepler-7b_956_2012-10-17_KEPLER
Kepler-7b      2456222.84729  	0.00026        	space          	Kepler-7b_957_2012-10-22_KEPLER
Kepler-7b      2456227.73317  	0.00027        	space          	Kepler-7b_958_2012-10-27_KEPLER
Kepler-7b      2456232.61796  	0.00036        	space          	Kepler-7b_959_2012-11-01_KEPLER
Kepler-7b      2456242.38919  	0.00042        	space          	Kepler-7b_961_2012-11-10_KEPLER
Kepler-7b      2456252.15988  	0.00038        	space          	Kepler-7b_963_2012-11-20_KEPLER
Kepler-7b      2456257.0462   	0.00031        	space          	Kepler-7b_964_2012-11-25_KEPLER
Kepler-7b      2456261.93191  	0.00036        	space          	Kepler-7b_965_2012-11-30_KEPLER
Kepler-7b      2456266.81728  	0.00038        	space          	Kepler-7b_966_2012-12-05_KEPLER
Kepler-7b      2456271.70213  	0.00035        	space          	Kepler-7b_967_2012-12-10_KEPLER
Kepler-7b      2456276.58772  	0.00037        	space          	Kepler-7b_968_2012-12-15_KEPLER
Kepler-7b      2456281.47295  	0.00024        	space          	Kepler-7b_969_2012-12-19_KEPLER
Kepler-7b      2456286.35904  	0.00033        	space          	Kepler-7b_970_2012-12-24_KEPLER
Kepler-7b      2456291.24415  	0.00036        	space          	Kepler-7b_971_2012-12-29_KEPLER
Kepler-7b      2456296.12988  	0.00034        	space          	Kepler-7b_972_2013-01-03_KEPLER
Kepler-7b      2456301.01563  	0.00039        	space          	Kepler-7b_973_2013-01-08_KEPLER
Kepler-7b      2456305.90048  	0.00036        	space          	Kepler-7b_974_2013-01-13_KEPLER
Kepler-7b      2456325.44205  	0.00036        	space          	Kepler-7b_978_2013-02-01_KEPLER
Kepler-7b      2456330.32779  	0.00044        	space          	Kepler-7b_979_2013-02-06_KEPLER
Kepler-7b      2456335.2136   	0.00036        	space          	Kepler-7b_980_2013-02-11_KEPLER
Kepler-7b      2456340.09933  	0.00041        	space          	Kepler-7b_981_2013-02-16_KEPLER
Kepler-7b      2456344.98485  	0.00044        	space          	Kepler-7b_982_2013-02-21_KEPLER
Kepler-7b      2456349.8701   	0.00046        	space          	Kepler-7b_983_2013-02-26_KEPLER
Kepler-7b      2456354.75598  	0.00048        	space          	Kepler-7b_984_2013-03-03_KEPLER
Kepler-7b      2456359.64004  	0.00043        	space          	Kepler-7b_985_2013-03-08_KEPLER
Kepler-7b      2456364.52688  	0.00039        	space          	Kepler-7b_986_2013-03-13_KEPLER
Kepler-7b      2456369.41231  	0.00037        	space          	Kepler-7b_987_2013-03-17_KEPLER
Kepler-7b      2456374.29774  	0.0003         	space          	Kepler-7b_988_2013-03-22_KEPLER
Kepler-7b      2456379.18289  	0.0004         	space          	Kepler-7b_989_2013-03-27_KEPLER
Kepler-7b      2456384.0686   	0.00052        	space          	Kepler-7b_990_2013-04-01_KEPLER
Kepler-7b      2456388.95439  	0.00046        	space          	Kepler-7b_991_2013-04-06_KEPLER
Kepler-7b      2456398.72486  	0.00034        	space          	Kepler-7b_993_2013-04-16_KEPLER
Kepler-7b      2456403.61011  	0.00033        	space          	Kepler-7b_994_2013-04-21_KEPLER
Kepler-7b      2456408.49578  	0.00031        	space          	Kepler-7b_995_2013-04-25_KEPLER
Kepler-7b      2456413.38121  	0.00032        	space          	Kepler-7b_996_2013-04-30_KEPLER
Kepler-7b      2456423.15232  	0.00045        	space          	Kepler-7b_998_2013-05-10_KEPLER
Kepler-7b      2459100.4011   	0.0016         	exoclock       	Kepler-7b_1546_2020-09-07_privat_observatory_Herges-Hallenberg_Clear_Manfred_Raetz
Kepler-7b      2459393.5341   	0.003          	space          	Kepler-7b_1606_2021-06-28_TESS
Kepler-7b      2459398.4129   	0.003          	space          	Kepler-7b_1607_2021-07-02_TESS
Kepler-7b      2459403.2973   	0.0044         	space          	Kepler-7b_1608_2021-07-07_TESS
Kepler-7b      2459408.1854   	0.0027         	space          	Kepler-7b_1609_2021-07-12_TESS
Kepler-7b      2459413.072    	0.0033         	space          	Kepler-7b_1610_2021-07-17_TESS
Kepler-7b      2459417.9578   	0.0025         	space          	Kepler-7b_1611_2021-07-22_TESS
Kepler-7b      2459422.8434   	0.0033         	space          	Kepler-7b_1612_2021-07-27_TESS
Kepler-7b      2459427.7307   	0.003          	space          	Kepler-7b_1613_2021-08-01_TESS
Kepler-7b      2459437.4954   	0.0031         	space          	Kepler-7b_1615_2021-08-10_TESS
Kepler-7b      2459442.3858   	0.003          	space          	Kepler-7b_1616_2021-08-15_TESS
Kepler-12b     2454955.19174  	0.00025        	space          	Kepler-12b_768_2009-05-03_KEPLER
Kepler-12b     2454959.62994  	0.00026        	space          	Kepler-12b_769_2009-05-08_KEPLER
Kepler-12b     2454968.50544  	0.00033        	space          	Kepler-12b_771_2009-05-17_KEPLER
Kepler-12b     2454972.94324  	0.00032        	space          	Kepler-12b_772_2009-05-21_KEPLER
Kepler-12b     2454977.3815   	0.00032        	space          	Kepler-12b_773_2009-05-25_KEPLER
Kepler-12b     2454981.81921  	0.00034        	space          	Kepler-12b_774_2009-05-30_KEPLER
Kepler-12b     2454986.25745  	0.00036        	space          	Kepler-12b_775_2009-06-03_KEPLER
Kepler-12b     2454990.69539  	0.0003         	space          	Kepler-12b_776_2009-06-08_KEPLER
Kepler-12b     2454995.1331   	0.00033        	space          	Kepler-12b_777_2009-06-12_KEPLER
Kepler-12b     2455004.00891  	0.00025        	space          	Kepler-12b_779_2009-06-21_KEPLER
Kepler-12b     2455008.44707  	0.00036        	space          	Kepler-12b_780_2009-06-25_KEPLER
Kepler-12b     2455012.88462  	0.00029        	space          	Kepler-12b_781_2009-06-30_KEPLER
Kepler-12b     2455017.32271  	0.00037        	space          	Kepler-12b_782_2009-07-04_KEPLER
Kepler-12b     2455021.76119  	0.0003         	space          	Kepler-12b_783_2009-07-09_KEPLER
Kepler-12b     2455026.19897  	0.00025        	space          	Kepler-12b_784_2009-07-13_KEPLER
Kepler-12b     2455030.63675  	0.00025        	space          	Kepler-12b_785_2009-07-18_KEPLER
Kepler-12b     2455035.07468  	0.00026        	space          	Kepler-12b_786_2009-07-22_KEPLER
Kepler-12b     2455039.51314  	0.00026        	space          	Kepler-12b_787_2009-07-27_KEPLER
Kepler-12b     2455043.95077  	0.0003         	space          	Kepler-12b_788_2009-07-31_KEPLER
Kepler-12b     2455048.38915  	0.00031        	space          	Kepler-12b_789_2009-08-04_KEPLER
Kepler-12b     2455052.82692  	0.00029        	space          	Kepler-12b_790_2009-08-09_KEPLER
Kepler-12b     2455057.26455  	0.00029        	space          	Kepler-12b_791_2009-08-13_KEPLER
Kepler-12b     2455061.70292  	0.0004         	space          	Kepler-12b_792_2009-08-18_KEPLER
Kepler-12b     2455066.14047  	0.00025        	space          	Kepler-12b_793_2009-08-22_KEPLER
Kepler-12b     2455070.57839  	0.00029        	space          	Kepler-12b_794_2009-08-27_KEPLER
Kepler-12b     2455075.01664  	0.00034        	space          	Kepler-12b_795_2009-08-31_KEPLER
Kepler-12b     2455079.45474  	0.00028        	space          	Kepler-12b_796_2009-09-04_KEPLER
Kepler-12b     2455083.89247  	0.00032        	space          	Kepler-12b_797_2009-09-09_KEPLER
Kepler-12b     2455097.20644  	0.00034        	space          	Kepler-12b_800_2009-09-22_KEPLER
Kepler-12b     2455101.64416  	0.00025        	space          	Kepler-12b_801_2009-09-27_KEPLER
Kepler-12b     2455106.08193  	0.00026        	space          	Kepler-12b_802_2009-10-01_KEPLER
Kepler-12b     2455110.51991  	0.0004         	space          	Kepler-12b_803_2009-10-06_KEPLER
Kepler-12b     2455114.95832  	0.00025        	space          	Kepler-12b_804_2009-10-10_KEPLER
Kepler-12b     2455119.39577  	0.00032        	space          	Kepler-12b_805_2009-10-14_KEPLER
Kepler-12b     2455128.27208  	0.00027        	space          	Kepler-12b_807_2009-10-23_KEPLER
Kepler-12b     2455132.71008  	0.00024        	space          	Kepler-12b_808_2009-10-28_KEPLER
Kepler-12b     2455137.14804  	0.00036        	space          	Kepler-12b_809_2009-11-01_KEPLER
Kepler-12b     2455141.58599  	0.00032        	space          	Kepler-12b_810_2009-11-06_KEPLER
Kepler-12b     2455146.02378  	0.00029        	space          	Kepler-12b_811_2009-11-10_KEPLER
Kepler-12b     2455150.46231  	0.0003         	space          	Kepler-12b_812_2009-11-14_KEPLER
Kepler-12b     2455159.33806  	0.00026        	space          	Kepler-12b_814_2009-11-23_KEPLER
Kepler-12b     2455163.77588  	0.00027        	space          	Kepler-12b_815_2009-11-28_KEPLER
Kepler-12b     2455168.21342  	0.00027        	space          	Kepler-12b_816_2009-12-02_KEPLER
Kepler-12b     2455172.65176  	0.00028        	space          	Kepler-12b_817_2009-12-07_KEPLER
Kepler-12b     2455177.0896   	0.00027        	space          	Kepler-12b_818_2009-12-11_KEPLER
Kepler-12b     2455181.52811  	0.00046        	space          	Kepler-12b_819_2009-12-16_KEPLER
Kepler-12b     2455185.96576  	0.0002         	space          	Kepler-12b_820_2009-12-20_KEPLER
Kepler-12b     2455190.40338  	0.00024        	space          	Kepler-12b_821_2009-12-24_KEPLER
Kepler-12b     2455194.84158  	0.00028        	space          	Kepler-12b_822_2009-12-29_KEPLER
Kepler-12b     2455199.28247  	0.00022        	space          	Kepler-12b_823_2010-01-02_KEPLER
Kepler-12b     2455203.7174   	0.00036        	space          	Kepler-12b_824_2010-01-07_KEPLER
Kepler-12b     2455279.16287  	0.00029        	space          	Kepler-12b_841_2010-03-23_KEPLER
Kepler-12b     2455283.60086  	0.0003         	space          	Kepler-12b_842_2010-03-28_KEPLER
Kepler-12b     2455288.03891  	0.0003         	space          	Kepler-12b_843_2010-04-01_KEPLER
Kepler-12b     2455296.91442  	0.00039        	space          	Kepler-12b_845_2010-04-10_KEPLER
Kepler-12b     2455301.35285  	0.00036        	space          	Kepler-12b_846_2010-04-14_KEPLER
Kepler-12b     2455305.79051  	0.00026        	space          	Kepler-12b_847_2010-04-19_KEPLER
Kepler-12b     2455310.22859  	0.00032        	space          	Kepler-12b_848_2010-04-23_KEPLER
Kepler-12b     2455314.66673  	0.00024        	space          	Kepler-12b_849_2010-04-28_KEPLER
Kepler-12b     2455319.10447  	0.00022        	space          	Kepler-12b_850_2010-05-02_KEPLER
Kepler-12b     2455323.54239  	0.00033        	space          	Kepler-12b_851_2010-05-07_KEPLER
Kepler-12b     2455327.98057  	0.00037        	space          	Kepler-12b_852_2010-05-11_KEPLER
Kepler-12b     2455332.41844  	0.00026        	space          	Kepler-12b_853_2010-05-15_KEPLER
Kepler-12b     2455341.29467  	0.00031        	space          	Kepler-12b_855_2010-05-24_KEPLER
Kepler-12b     2455345.73222  	0.00043        	space          	Kepler-12b_856_2010-05-29_KEPLER
Kepler-12b     2455350.17006  	0.0003         	space          	Kepler-12b_857_2010-06-02_KEPLER
Kepler-12b     2455354.60817  	0.00031        	space          	Kepler-12b_858_2010-06-07_KEPLER
Kepler-12b     2455359.04626  	0.00022        	space          	Kepler-12b_859_2010-06-11_KEPLER
Kepler-12b     2455363.4841   	0.00031        	space          	Kepler-12b_860_2010-06-15_KEPLER
Kepler-12b     2455376.79819  	0.00013        	space          	Kepler-12b_863_2010-06-29_KEPLER
Kepler-12b     2455381.23578  	0.00023        	space          	Kepler-12b_864_2010-07-03_KEPLER
Kepler-12b     2455385.67381  	0.00029        	space          	Kepler-12b_865_2010-07-08_KEPLER
Kepler-12b     2455390.11199  	0.00023        	space          	Kepler-12b_866_2010-07-12_KEPLER
Kepler-12b     2455394.54949  	0.00032        	space          	Kepler-12b_867_2010-07-17_KEPLER
Kepler-12b     2455398.98761  	0.00031        	space          	Kepler-12b_868_2010-07-21_KEPLER
Kepler-12b     2455403.42559  	0.00025        	space          	Kepler-12b_869_2010-07-25_KEPLER
Kepler-12b     2455407.86392  	0.00027        	space          	Kepler-12b_870_2010-07-30_KEPLER
Kepler-12b     2455416.73978  	0.00025        	space          	Kepler-12b_872_2010-08-08_KEPLER
Kepler-12b     2455421.1778   	0.00027        	space          	Kepler-12b_873_2010-08-12_KEPLER
Kepler-12b     2455430.05361  	0.00028        	space          	Kepler-12b_875_2010-08-21_KEPLER
Kepler-12b     2455434.49148  	0.00033        	space          	Kepler-12b_876_2010-08-25_KEPLER
Kepler-12b     2455438.92985  	0.00025        	space          	Kepler-12b_877_2010-08-30_KEPLER
Kepler-12b     2455443.36784  	0.00026        	space          	Kepler-12b_878_2010-09-03_KEPLER
Kepler-12b     2455447.80558  	0.00035        	space          	Kepler-12b_879_2010-09-08_KEPLER
Kepler-12b     2455452.24355  	0.00031        	space          	Kepler-12b_880_2010-09-12_KEPLER
Kepler-12b     2455456.68147  	0.00028        	space          	Kepler-12b_881_2010-09-17_KEPLER
Kepler-12b     2455461.11922  	0.00027        	space          	Kepler-12b_882_2010-09-21_KEPLER
