42;59529.60462;0.00054;3166;0.0059;143.2;1.8;16;0.5;R;2;Yves Jongen;TRESCA;2021-12-10;
41;59431.90022;0.0007;3106;0.0072;140.7;2.3;14.5;0.7;R;3;Yves Jongen;TRESCA;2021-09-16;
40;59405.84603;0.00039;3090;0.0078;144.8;1.3;14;0.9;R;2;Eduardo Fernández Lajús, Romina P. Di Sisto;TRESCA;2021-09-16;
39;59161.58043;0.00064;2940;0.0064;144;2.4;17.1;0.8;Clear;3;Alfa Crucis - De Carvalho Aguiar P., Kulh D., Olim E., Rodrigues M.A., Silva S., Treü R.;TRESCA;2021-02-07;
38;59148.55459;0.00036;2932;0.0080;142.6;;20.4;0.4;Clear;1;Yves Jongen;TRESCA;2020-11-15;
37;59094.81526;0.00063;2899;0.0068;136.3;2.1;17.6;0.7;R;2;Yves Jongen;TRESCA;2020-09-28;
36;59063.87426;0.00063;2880;0.0059;142.6;;17.4;0.6;R;2;Yves Jongen;TRESCA;2020-08-26;
35;58021.67785;0.00084;2240;0.0034;150.5;2.8;12.9;0.6;Clear;3;H. Durantini Luca; P. Báez; C. Colazo;TRESCA;2018-12-11;
34;57661.7953;0.00033;2019;0.0034;136.7;1.1;16.2;0.3;R;2;Eduardo Fernández, Romina P. Di Sisto;TRESCA;2016-12-27;
33;57591.77174;0.00031;1976;0.0022;142.3;1;16.2;0.3;Clear;1;Melia R., Colazo C., Villarreal C., Tapia L.;TRESCA;2016-08-27;
32;56969.7139;0.00024;1594;0.0038;139.7;0.9;18.7;0.3;Clear;1;C. Qui&#241;ones, C. Villarreal;TRESCA;2015-07-22;
31;56894.8065;0.00042;1548;0.0041;143.1;1.3;16.8;0.5;R;1;Eduardo Fernández-Lajús, Romina P. Di Sisto;TRESCA;2015-07-22;
30;56894.80631;0.00034;1548;0.0039;146.6;1.1;16;0.4;Clear;1;Qui&#241;ones C.;TRESCA;2014-10-16;
29;56886.66268;0.00074;1543;0.0025;140.6;2.7;16.3;1.3;Clear;3;Mašek M., Hoňková K., Juryšek J.;TRESCA;2014-08-25;
28;56876.89361;0.00027;1537;0.0039;144.8;0.8;17.8;0.4;R;1;Eduardo Fernández-Lajús, Romina P. Di Sisto;TRESCA;2015-07-22;
27;56565.85989;0.0015;1346;-0.0000;121;5.2;20.1;4.1;Clear;3;Evans P.;TRESCA;2013-10-07;
26;56179.92432;0.00114;1109;0.0018;135.9;4;17.7;1.2;Clear;3;Evans P.;TRESCA;2012-09-23;
25;56137.58578;0.00037;1083;0.0024;139.7;1.3;16;0.3;R;2;Sauer T.;TRESCA;2012-08-29;
24;56127.82191;2456130;1077;0.0091;171.6;2.8;40.1;5.6;V;2;Hutcheson M.;TRESCA;2012-07-24;
23;56124.5587;0.00042;1075;0.0027;141.9;1.4;16;0.4;R;2;Sauer T.;TRESCA;2012-07-24;
22;55896.5805;0.00046;935;0.0044;138.4;1.5;14.1;0.5;Clear;2;Schneiter M, Colazo C., Guzzo P.;TRESCA;2012-06-07;
21;55509.01013;0.00078;697;-0.0001;127.6;2.8;18.8;0.9;Clear;3;Ivan Curtis;TRESCA;2018-12-11;
20;55448.7595;0.00086;660;0.0011;;;;;R;1;Dragomir et al., 2011;Dragomir et al., 2011;2011-10-03;
19;55422.70423;0.00033;644;0.0007;;;15;0.5;I;5;Fernandez-Lajus E., Miguel Y., Fortier A., Di Sisto R. ;TRESCA;2010-08-16;
18;55388.50897;0.00056;623;0.0024;139.5;1.9;15.5;0.5;R;3;Sauer T.;TRESCA;2010-07-12;
17;55383.62221;0.0007;620;0.0009;;;16.5;1.5;R;5;Sauer T.;TRESCA;2010-07-12;
16;55377.10969;0.00048;616;0.0021;;;;;I;1;Fukui A. et al 2010;Fukui A. et al 2010;2010-10-11;
15;55364.08262;0.00057;608;0.0025;;;;;I;1;Fukui A. et al 2010;Fukui A. et al 2010;2010-10-11;
14;55123.07627;0.00041;460;0.0035;;;;;I;1;Fukui A. et al 2010;Fukui A. et al 2010;2010-10-11;
13;55110.04645;0.00073;452;0.0011;;;;;I;1;Fukui A. et al 2010;Fukui A. et al 2010;2010-10-11;
12;55085.6194;0.0008;437;0.0004;;;14.2;6.3;R;3;Tifner;AXA;2013-08-25;
11;55079.10849;0.00044;433;0.0032;;;;;I;1;Fukui A. et al 2010;Fukui A. et al 2010;2010-10-11;
10;55075.84936;0.00055;431;0.0010;;;;;R;1;Dragomir et al., 2011;Dragomir et al., 2011;2011-10-03;
9;54772.96212;0.00051;245;0.0013;;;;;I;1;Fukui A. et al 2010;Fukui A. et al 2010;2010-10-11;
8;54730.62252;0.00022;219;0.0008;;;;;;1;Southworth et al. 2009;Southworth et al. 2009;2010-10-11;
7;54707.82531;0.00021;205;0.0016;;;;;;1;Southworth et al. 2009;Southworth et al. 2009;2010-10-11;
6;54636.17465;0.00047;161;0.0018;;;;;I;1;Fukui A. et al 2010;Fukui A. et al 2010;2010-10-11;
5;54387.02221;0.00037;8;-0.0012;;;;;i - sloan;1;Gillon et al. 2008;Gillon et al. 2008;2009-01-08;
4;54383.76684;0.00025;6;0.0003;;;;;R;1;Gillon et al. 2008;Gillon et al. 2008;2009-01-08;
3;54375.6246;0.00026;1;0.0002;138.6;1.2;12.5;3;;1;Anderson et al 2008;Anderson et al 2008;2008-08-25;
2;54364.2283;0.0013;-6;0.0029;;;;;;2;Gillon et al 2008;Gillon et al 2008;2009-01-08;
1;53945.71962;0.00093;-263;0.0002;;;;;R;1;Gillon et al. 2008;Gillon et al. 2008;2009-01-08;
