200;59547.4542;0.00024;1678;0.0003;136.3;1;32.4;0.4;R;1;Mark salisbury;TRESCA;2022-01-07;
199;59544.3627;0.00062;1677;0.0015;139.1;2.4;24.9;0.7;R;2;Snaevarr Gudmundsson;TRESCA;2021-12-10;
198;59513.43779;0.00123;1667;0.0039;141.3;5.1;25.4;1.6;R;3;Pietro Aceti, Massimo Banfi;TRESCA;2021-12-10;
197;59513.43684;0.00042;1667;0.0029;149.8;1.8;43.9;0.8;Clear;1;M. Popescu, B. A. Dumitru, D. Bertesteanu;TRESCA;2021-12-10;
196;59513.43683;0.00123;1667;0.0029;141.3;4.9;31.4;1.9;Clear;3;Thomas MOLLIER;TRESCA;2021-12-10;
195;59513.43514;0.00034;1667;0.0012;137.9;1.4;37.7;0.6;R;1;Mark salisbury;TRESCA;2021-12-10;
194;59485.60017;0.00064;1658;0.0008;137.8;2.7;36.7;1.1;Clear;2;Kaeouach Aziz;TRESCA;2021-12-10;
193;59445.39388;;1645;-0.0001;128.2;;29.2;;Clear;3;AAAV Associazione Astrofili Alta Valdera;TRESCA;2021-09-16;
192;59417.56006;0.00037;1636;0.0007;139.8;1.4;34.9;0.6;Clear;1;TJMS GST;TRESCA;2021-09-16;
191;59414.46803;0.00083;1635;0.0014;137.6;3.4;35.1;1.2;R;2;Maurice Audejean;TRESCA;2021-09-16;
190;59210.3463;0.00068;1569;-0.0004;129.1;2.9;29.1;1.7;Clear;1;Yves Jongen;TRESCA;2021-02-07;
189;59207.2538;0.00049;1568;-0.0002;139.7;1.9;30.9;0.8;R;1;Snaevarr Gudmundsson;TRESCA;2021-02-07;
188;59176.32784;0.00033;1558;0.0011;139.8;1.4;36.1;0.5;Clear;1;Yves Jongen;TRESCA;2020-12-03;
187;59176.32698;0.00187;1558;0.0003;139.9;7.4;28.4;2.6;Clear;3;Valere Perroud;TRESCA;2020-12-03;
186;59120.65782;0.0004;1540;0.0002;144.1;1.6;38.4;0.7;Clear;1;Yves Jongen;TRESCA;2020-10-18;
185;59114.47427;0.00043;1538;0.0021;145.3;1.8;37.9;0.7;Clear;1;Vojtěch Školník;TRESCA;2020-09-28;
184;59114.47193;0.00131;1538;-0.0002;122.3;5;27;3.1;Clear;2;Snaevarr Gudmundsson;TRESCA;2020-10-18;
183;59111.38471;0.00058;1537;0.0053;139.7;2.3;37.3;1.1;Clear;2;Pavel Pintr;TRESCA;2021-04-09;
182;59108.28749;0.00048;1536;0.0008;139.7;;34.5;2.3;Clear;1;Manfred Raetz;TRESCA;2020-09-28;
181;59089.73078;0.00046;1530;0.0004;140.4;1.9;36.7;0.8;Clear;1;Yves Jongen;TRESCA;2020-09-28;
180;59080.45341;0.00032;1527;0.0013;140.4;1.4;39;0.6;Clear;1;Yves Jongen;TRESCA;2020-08-26;
179;59080.4514;0.00075;1527;-0.0008;139.5;3.2;39.5;1.4;R;2;Veli-Pekka Hentunen;TRESCA;2020-08-26;
178;59049.52493;;1517;0.0000;128.2;;29.2;;Clear;3;AAAV Astrofili Valdera;TRESCA;2020-08-26;
177;58873.24206;0.00187;1460;0.0026;143.6;7.8;46.1;6.3;R;2;Veli-Pekka Hentunen;TRESCA;2020-02-09;
